"subject","condition","pretty_condition","study","term","mode","gender","age","language","schoolyear","country","effort","difficulty","confidence","enjoyment","other","disability","totaltime_m","violations","browser","width","height","s_TRI","s_ORTH","s_TVERSKY","s_SATISFICE","s_REF","s_ABS","s_NABS","s_SCALED","DV_percent_NABS","rt_m","item_avg_rt","item_min_rt","item_max_rt","item_n_TRI","item_n_ORTH","item_n_TV","item_n_SAT","item_n_OTHER","item_n_POS","item_n_NEG","item_n_NEUTRAL","item_q1_NABS","item_q1_SCALED","item_q1_interpretation","item_q1_rt","item_q5_NABS","item_q5_SCALED","item_q5_interpretation","item_q5_rt","item_q7_NABS","item_q7_interpretation","item_q7_rt","item_q15_NABS","item_q15_interpretation","item_q15_rt","item_scaffold_NABS","item_scaffold_SCALED","item_scaffold_rt","item_test_NABS","item_test_SCALED","item_test_rt"
"F3GNF","11111","point","SGC4B","winter22","asynch","Female",20,"Korean","Third","United States","I tried my best on most questions",3,3,3,"","",9.6488,1,"chrome",1536,746,11.9333333333333,-0.540508511096746,8.08974358974359,0,0,12,12,11.5,0.923076923076923,4.51336666666667,20.8309230769231,6.789,74.24,12,0,0,0,1,0,1,0,1,1,"Triangular",35.305,1,1,"Triangular",16.692,1,"Triangular",74.24,1,"Triangular",22.56,5,5,1.29103333333333,7,6.5,3.22233333333333
"F62AO","1112","arrow","SGC4B","winter22","asynch","Female",22,"English","Fourth","USA","I tried my best on each question",4,5,4,"It was a little bit difficult calculating the breaks that were at the same time.","No.",8.22678333333333,1,"chrome",1920,969,-0.514750935339171,11.4333333333333,-0.146250808015514,0,0,0,0,-12,0,4.9781,22.9758461538462,7.105,47.502,0,11,0,0,2,0,2,0,0,-1,"Orthogonal",10.3,0,-1,"Orthogonal",47.502,0,"Orthogonal",15.133,0,"Orthogonal",35.586,0,-4.5,1.7693,0,-7.5,3.2088
"FCZJV","1112","arrow","SGC4B","winter22","asynch","Female",21,"Cantonese","Third","United States","I tried my best on each question",2,1,5,"I think it would be easier to read the x-axis if the hours had thicker tick marks and the half-hour points had thinner ones.","",22.52405,1,"chrome",1536,763,-0.514750935339171,11.9230769230769,-0.723173884938591,0,0,0,0,-12.5,0,14.5683666666667,67.2386153846154,8.77,209.512,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",127.849,0,-0.5,"?",209.512,0,"Orthogonal",29.183,0,"Orthogonal",57.439,0,-4.5,9.11275,0,-8,5.45561666666667
"FL4GS","1112","arrow","SGC4B","winter22","asynch","Female",20,"English","Second","United States","I tried my best on most questions",2,4,3,"","",4.22141666666667,1,"chrome",1920,1089,0.500562917474682,8.56425339366516,-0.735778926955398,0,0,1,1,-9.5,0.0769230769230769,2.89756666666667,13.3733846153846,2.519,31.919,1,9,0,0,3,0,3,0,0,-1,"Orthogonal",14.599,1,1,"Triangular",30.691,0,"Orthogonal",12.245,0,"?",2.519,1,-2.5,1.25405,0,-7,1.64351666666667
"FR51H","1113","cross","SGC4B","winter22","asynch","Female",21,"English","Fourth","United States","I tried my best on each question",3,2,4,"","",15.7055333333333,2,"chrome",1504,860,2.13974358974359,7.59950980392157,2.48400129282482,0,0,2,2,-5.5,0.153846153846154,11.3116166666667,52.2074615384615,10.614,146.177,3,8,0,0,2,0,1,1,0,-1,"Orthogonal",39.088,0,0,"blank",146.177,0,"Orthogonal",17.075,0,"Orthogonal",53.983,1,-2,5.98496666666667,1,-3.5,5.32665
"FUE06","1112","arrow","SGC4B","winter22","asynch","Female",20,"English","Third","USA","I tried my best on each question",3,3,5,"","",11.2317333333333,1,"chrome",1440,789,-0.978068989833696,6.06124488256841,2.70266375781082,0,0,0,0,-5.5,0,6.9871,32.2481538461538,5.506,79.83,0,6,4,0,3,4,3,0,0,-1,"Orthogonal",19.288,0,0.5,"Tversky",16.002,0,"Orthogonal",59.82,0,"Tversky",25.206,0,-1.5,3.35831666666667,0,-4,3.62878333333333
"FVMZZ","1112","arrow","SGC4B","winter22","asynch","Male",21,"X-Other","Fourth","United States","I tried my best on most questions",4,3,1,"","No",9.60878333333333,1,"chrome",1920,969,-0.999437082525318,10.3564102564103,-0.655179379444085,0,0,0,0,-11.5,0,6.84273333333333,31.5818461538462,6.474,71.332,0,11,0,0,2,0,1,1,0,-1,"Orthogonal",27.33,0,-0.5,"?",71.332,0,"Orthogonal",21.499,0,"Orthogonal",53.617,0,-4.5,3.21978333333333,0,-7,3.62295
"FXOS5","1112","arrow","SGC4B","winter22","asynch","Female",22,"English","Fifth","USA","I tried my best on each question",3,3,3,"","No",10.7823666666667,1,"chrome",1440,821,0.418582397994163,11.7857142857143,-0.146250808015514,0,0,0,0,-11,0,7.73048333333333,35.6791538461538,6.405,138.68,1,12,0,0,0,0,0,0,0,-1,"Orthogonal",44.407,0,-1,"Orthogonal",138.68,0,"Orthogonal",12.913,0,"Orthogonal",59.768,0,-5,4.62461666666667,0,-6,3.10586666666667
"G4QXT","1112","arrow","SGC4B","winter22","asynch","Male",21,"English","Fourth","US","I tried my best on each question",4,2,2,"","",7.03441666666667,2.5,"chrome",2048,1010,0.52826854518031,9.76282051282051,0.333831609566904,0,0,1,1,-9.5,0.0769230769230769,5.03435,23.2354615384615,6.491,52.151,1,10,0,0,2,0,1,1,0,-1,"Orthogonal",39.294,0,-0.5,"?",41.662,0,"Orthogonal",12.072,0,"Orthogonal",24.012,1,-2.5,1.95145,0,-7,3.0829
"GLOTN","1112","arrow","SGC4B","winter22","asynch","Female",20,"English","Third","United States of America","I tried my best on each question",4,3,3,"","No",3.98701666666667,1,"chrome",1397,726,-0.514750935339171,12.4333333333333,-0.146250808015514,0,0,0,0,-12.5,0,2.84438333333333,13.1279230769231,4.078,26.494,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",7.279,0,-1,"Orthogonal",25.172,0,"Orthogonal",13.603,0,"Orthogonal",26.494,0,-5,1.08238333333333,0,-7.5,1.762
"GM5W6","11111","point","SGC4B","winter22","asynch","Female",22,"English","Fourth","usa","I tried my best on each question",3,3,5,"","",6.84908333333333,1,"chrome",1384,751,-0.543160026248262,11.3461538461538,-0.730284421460892,0,0,0,0,-12.5,0,4.33673333333333,20.0156923076923,4.91,47.399,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",14.924,0,-0.5,"?",20.773,0,"Orthogonal",23.707,0,"Orthogonal",27.076,0,-4.5,1.85181666666667,0,-8,2.48491666666667
"GMMOE","1112","arrow","SGC4B","winter22","asynch","Female",20,"English","Third","United States","I tried my best on each question",3,4,3,"","",15.3477166666667,1,"chrome",1536,722,-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,12.2738,56.6483076923077,4.934,397.163,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",5.269,0,-1,"Orthogonal",90.444,0,"Orthogonal",20.46,0,"Orthogonal",397.163,0,-5,2.90851666666667,0,-8,9.36528333333333
"GSWTD","1113","cross","SGC4B","winter22","asynch","Male",19,"English","Second","United States","I tried my best on most questions",3,2,4,"I think an answer choice ""none of the above"" would make the experience a little bit less stressful because I did not know if I had to choose an answer to move on to the next question, but I ended up finding out that I did not have to select an answer since for some of the questions I think the answer was ""none of the above"".","I do not have any impairments or disabilities.",19.0165833333333,3,"chrome",1536,714,-0.314423076923077,8.4,-0.12384184443008,0,0,0,0,-9.5,0,12.1758,56.196,9.24,157.303,0,9,0,0,4,0,1,3,0,-1,"Orthogonal",21.412,0,0,"blank",134.382,0,"Orthogonal",24.47,0,"Orthogonal",78.022,0,-2.5,7.02303333333333,0,-7,5.15276666666667
"GWGN0","11111","point","SGC4B","winter22","asynch","Male",19,"English","Second","United States","I tried my best on most questions",5,2,1,"","Not an impairment, but i misinterpreted the graph for the first question",6.74855,3,"chrome",1858,964,9.75641025641026,1.52615815556992,5.77472527472527,0,0,9,10,7.5,0.769230769230769,4.13763333333333,19.0967692307692,5.018,72.858,10,2,0,0,1,0,1,0,0,-1,"Orthogonal",29.064,1,1,"Triangular",8.953,1,"Triangular",44.663,1,"Triangular",10.862,2,-0.5,1.0929,8,8,3.04473333333333
"GWVWK","11111","point","SGC4B","winter22","asynch","Male",20,"English","Third","United States","I tried my best on each question",4,5,4,"it was interesting adjusting to how the graph worked.","n/a",10.2843333333333,1,"chrome",1184,711,-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,6.41603333333333,29.6124615384615,6.06,85.34,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",17.251,0,-1,"Orthogonal",85.34,0,"Orthogonal",27.838,0,"Orthogonal",39.224,0,-5,2.63531666666667,0,-8,3.78071666666667
"GXF2S","11111","point","SGC4B","winter22","asynch","Male",20,"English","Third","U.S.A.","I tried my best on each question",4,4,5,"The diagonal lines connecting all the events leave the graph a little hard to see and make sense of","N/A",8.8445,1,"chrome",1920,937,-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,5.8853,27.1629230769231,5.158,81.228,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",37.183,0,-1,"Orthogonal",81.228,0,"Orthogonal",19.487,0,"Orthogonal",24.359,0,-5,2.6331,0,-8,3.2522
"H2EB2","1113","cross","SGC4B","winter22","asynch","Female",20,"English","Third","United States","I tried my best on each question",3,2,3,"The pyramid layout made it hard to see the points","No",8.5212,1,"chrome",1440,789,-0.507175177763413,11.7461538461538,-0.403826565591272,0,0,0,0,-12.5,0,6.23396666666667,28.7721538461538,4.362,78.663,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",23.142,0,-0.5,"?",67.56,0,"Orthogonal",14.369,0,"Orthogonal",54.755,0,-4.5,2.67538333333333,0,-8,3.55858333333333
"H4GUE","11111","point","SGC4B","winter22","asynch","Female",21,"Mandarin","Fourth","U.S","I tried my best on each question",3,4,5,"Everything was great! I just had a little trouble loading in at first. After the screen introducing my task and Alex, I was given a blank screen. I thought the test had started so I waited a while before I decided to refresh the page. But after I did refresh the page, the questions showed up so that was that. :D","no",15.5467666666667,1,"chrome",1920,969,-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,9.36721666666667,43.2333076923077,10.111,188.255,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",40.592,0,-1,"Orthogonal",188.255,0,"Orthogonal",16.568,0,"Orthogonal",77.707,0,-5,5.19631666666667,0,-8,4.1709
"H9SXZ","1113","cross","SGC4B","winter22","asynch","Female",21,"Mandarin","Fourth","China","I tried my best on most questions",2,4,1,"none","none",13.6140666666667,2,"chrome",1440,821,1.54639625080802,6.89391025641026,1.38554460245637,0,0,2,2,-6,0.153846153846154,7.43015,34.293,7.398,134.444,2,7,1,0,3,1,3,0,0,-1,"Orthogonal",9.433,1,1,"Triangular",12.692,0,"Orthogonal",12.614,1,"Triangular",35.17,1,-2,1.2292,1,-4,6.20095
"HBEJC","1112","arrow","SGC4B","winter22","asynch","Female",18,"English","First","United States","I tried my best on each question",2,3,5,"","",10.9417,1,"chrome",1440,701,8.69688644688645,2.54282482223659,4.2985347985348,0,0,9,9,5.5,0.692307692307692,5.80206666666667,26.7787692307692,8.291,96.376,9,3,0,0,1,0,1,0,0,-1,"Orthogonal",48.711,1,1,"Triangular",96.376,1,"Triangular",29.399,1,"Triangular",14.607,1,-2.5,3.5964,8,8,2.20566666666667
"HECHY","1113","cross","SGC4B","winter22","asynch","Male",19,"English","Second","United States","I tried my best on each question",4,4,1,"I considered skipping the harder questions after I felt like it was taking too much time and I was getting bored, but I didn't. ","",15.1934666666667,2,"chrome",1536,721,-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,10.206,47.1046153846154,4.284,113.217,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",51.678,0,-1,"Orthogonal",88.15,0,"Orthogonal",14.146,0,"Orthogonal",48.838,0,-5,4.66133333333333,0,-8,5.54466666666667
"HEONU","1113","cross","SGC4B","winter22","asynch","Female",19,"X-Other","Second","United States","I tried my best on each question",2,5,4,"","",6.04755,1,"chrome",1440,789,13,-0.540508511096746,8.08974358974359,0,0,13,13,13,1,3.90743333333333,18.0343076923077,6.863,44.706,13,0,0,0,0,0,0,0,1,1,"Triangular",38.962,1,1,"Triangular",22.706,1,"Triangular",23.385,1,"Triangular",16.213,5,5,1.55758333333333,8,8,2.34985
"HF4J5","11111","point","SGC4B","winter22","asynch","Female",19,"X-Other","Second","United States","I tried my best on most questions",2,2,1,"","no",9.47928333333333,1,"chrome",1440,733,-0.184931734931735,7.99149698340875,0.198287007110537,0,0,1,1,-9.5,0.0769230769230769,6.98245,32.2266923076923,5.54,92.004,1,9,0,0,3,0,3,0,0,-1,"Orthogonal",17.825,0,-0.5,"?",61.722,0,"Orthogonal",13.935,0,"Orthogonal",26.237,0,-4,1.99285,1,-5.5,4.9896
"HJ73Z","1112","arrow","SGC4B","winter22","asynch","Male",19,"English","Second","United States","I tried my best on most questions",2,3,3,"","",7.63673333333333,1.5,"chrome",1920,947,-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,5.21683333333333,24.0776923076923,5.571,67.812,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",18.977,0,-1,"Orthogonal",67.812,0,"Orthogonal",22.136,0,"Orthogonal",29.256,0,-5,2.14006666666667,0,-8,3.07676666666667
"HJMJL","1112","arrow","SGC4B","winter22","asynch","Male",20,"English","Third","United States","I tried my best on each question",2,4,2,"","",7.5297,2,"chrome",2560,1289,13,-0.540508511096746,8.08974358974359,0,0,13,13,13,1,5.0109,23.1272307692308,7.21,59.568,13,0,0,0,0,0,0,0,1,1,"Triangular",30.201,1,1,"Triangular",18.489,1,"Triangular",29.717,1,"Triangular",7.21,5,5,2.09208333333333,8,8,2.91881666666667
"HS3VB","1112","arrow","SGC4B","winter22","asynch","Female",19,"English","Second","United States","I tried my best on each question",3,3,4,"I did not realize how the graph was oriented for time vs duration initially, which made my first answers incorrect. ","no",8.68045,3,"chrome",1418,703,9.77307692307692,1.62615815556992,6.44139194139194,0,0,10,10,7.5,0.769230769230769,5.44381666666667,25.1253076923077,7.423,78.203,10,2,0,0,1,0,1,0,0,-1,"Orthogonal",16.627,1,1,"Triangular",37.629,1,"Triangular",50.24,1,"Triangular",11.564,3,1,2.77996666666667,7,6.5,2.66385
"HXCRV","11111","point","SGC4B","winter22","asynch","Female",20,"English","Third","United States","I tried my best on each question",4,3,5,"","",7.64068333333333,1.5,"chrome",1920,842,0.485249064660829,12.9411764705882,0.853749191984486,0,0,0,0,-11.5,0,5.48941666666667,25.3357692307692,5.537,71.043,0,12,0,0,1,1,0,0,0,-1,"Orthogonal",29.313,0,-1,"Orthogonal",28.583,0,"Orthogonal",21.368,0,"Orthogonal",26.588,0,-5,2.05661666666667,0,-6.5,3.4328
"J100R","1112","arrow","SGC4B","winter22","asynch","Female",19,"English","First","United States","I tried my best on most questions",4,2,3,"I felt like I was guessing on all of the questions because I had no idea how to read the graph, I just went with the shifts starting at the plot point. ","No",14.4217333333333,1,"chrome",1440,789,0.37615815556992,10.6373626373626,-0.723173884938591,0,0,1,1,-10.5,0.0769230769230769,11.0322333333333,50.918,6.917,251.628,1,11,0,0,1,0,1,0,0,-1,"Orthogonal",251.628,1,1,"Triangular",17.532,0,"Orthogonal",18.553,0,"Orthogonal",77.227,1,-3,5.49191666666667,0,-7.5,5.54031666666667
"JALHA","1113","cross","SGC4B","winter22","asynch","Female",25,"English","Fourth","United States","I tried my best on each question",3,4,5,"One test round might be helpful to improve accuracy","No",6.33516666666667,1,"chrome",1283,706,11.9230769230769,0.542824822236587,7.01831501831502,0,0,12,12,11,0.923076923076923,4.12558333333333,19.0411538461538,9.304,59.005,12,1,0,0,0,0,0,0,0,-1,"Orthogonal",13.999,1,1,"Triangular",19.281,1,"Triangular",59.005,1,"Triangular",10.365,4,3,1.7138,8,8,2.41178333333333
"JAOHQ","1113","cross","SGC4B","winter22","asynch","Male",21,"Spanish","Third","Mexico","I tried my best on each question",3,4,2,"The triangles are definitely a bit hard to read","No",9.96075,1,"chrome",1536,754,-0.514750935339171,11.9375,-0.146250808015514,0,0,0,0,-12.5,0,7.07991666666667,32.6765384615385,5.461,81.538,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",24.433,0,-1,"Orthogonal",81.538,0,"Orthogonal",19.437,0,"Orthogonal",34.428,0,-5,3.4694,0,-7.5,3.61051666666667
"JEWNV","11111","point","SGC4B","winter22","asynch","Male",20,"English","Third","Mexico","I tried my best on most questions",2,5,3,"","none",11.22505,1.5,"chrome",1440,821,-0.452250935339171,11.9375,-0.146250808015514,0,0,0,0,-12.5,0,8.17363333333333,37.7244615384615,7.159,160.71,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",32.395,0,-1,"Orthogonal",160.71,0,"Orthogonal",102.306,0,"Orthogonal",44.913,0,-5,3.77031666666667,0,-7.5,4.40331666666667
"JGQL7","11111","point","SGC4B","winter22","asynch","Female",20,"English","Second","United States","I tried my best on each question",4,3,3,"I was confused about the x-axis being labeled as ""start and end times."" I calculated the end times by adding the duration to the hour labeled on the x-axis but I'm honestly not sure if that was the correct way to go about it since the ""end times"" was labeled there as well.","No",11.4689666666667,1,"chrome",1536,722,-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,5.70411666666667,26.3266923076923,4.344,61.25,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",25.347,0,-1,"Orthogonal",61.25,0,"Orthogonal",14.262,0,"Orthogonal",56.072,0,-5,2.38911666666667,0,-8,3.315
"JGS6S","1113","cross","SGC4B","winter22","asynch","Male",21,"English","Third","United States","I tried my best on each question",4,4,5,"I'm not sure how scoring is counted but on questions where you ask ""which shift lines up with X"" for some shift X, you also allow us to select that shift. I never know whether or not to include the original shift (e.g. X ends at the same time as X). Very interesting quiz!","No",15.0785166666667,1,"chrome",1707,888,-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,10.4556666666667,48.2569230769231,15.33,99.998,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",27.433,0,-1,"Orthogonal",99.998,0,"Orthogonal",18.888,0,"Orthogonal",65.177,0,-5,4.17668333333333,0,-8,6.27898333333333
"JYWY5","1112","arrow","SGC4B","winter22","asynch","Female",18,"English","First","US","I tried my best on most questions",3,2,3,"","",9.45218333333333,1,"chrome",1440,821,-0.00755396564220095,11.3956043956044,-0.705074337427279,0,0,0,0,-12,0,6.48123333333333,29.9133846153846,6.918,73.185,0,11,0,0,2,0,2,0,0,-1,"Orthogonal",14.758,0,-0.5,"frenzy",34.972,0,"Orthogonal",20.965,0,"Orthogonal",31.961,0,-4.5,1.89003333333333,0,-7.5,4.5912
"JZPOR","1113","cross","SGC4B","winter22","asynch","Female",23,"English","Fifth","United States","I tried my best on each question",5,1,2,"","ADHD and learning disabilities in math and spelling.",12.2623166666667,1,"chrome",1367,715,1.1519157313275,2.90532482223659,1.40182611506141,0,0,1,1,-3,0.0769230769230769,9.42233333333333,43.4876923076923,10.959,88.768,3,4,1,0,5,1,5,0,0,-1,"Orthogonal",22.084,0,-0.5,"?",26.504,0,"Triangular",83.413,0,"Orthogonal",47.872,0,-3,2.61096666666667,1,0,6.81136666666667
"K2NYT","1113","cross","SGC4B","winter22","asynch","Female",19,"English","Second","United States","I tried my best on each question",4,2,1,"","",15.4771833333333,1,"chrome",1440,821,-0.586179506767742,10.7564102564103,-0.794602456367162,0,0,0,0,-12,0,10.4158666666667,48.0732307692308,10.101,86.774,0,11,0,0,2,0,2,0,0,-1,"Orthogonal",31.239,0,-0.5,"?",86.152,0,"Orthogonal",37.623,0,"Orthogonal",66.208,0,-4,4.18311666666667,0,-8,6.23275
"K3N7S","1113","cross","SGC4B","winter22","asynch","Female",19,"Spanish","First","United States","I tried my best on each question",2,4,5,"","",20.70415,1,"chrome",1440,734,-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,13.8015833333333,63.6996153846154,12.127,215.47,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",37.921,0,-1,"Orthogonal",215.47,0,"Orthogonal",46.99,0,"Orthogonal",69.83,0,-5,6.59143333333333,0,-8,7.21015
"K7M4V","1112","arrow","SGC4B","winter22","asynch","Female",19,"Mandarin","Second","China","I tried my best on each question",2,4,4,"","",7.05208333333333,1,"chrome",1440,789,-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,5.4442,25.1270769230769,5.833,88.334,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",8.086,0,-1,"Orthogonal",88.334,0,"Orthogonal",23.179,0,"Orthogonal",24.196,0,-5,2.17571666666667,0,-8,3.26848333333333
"K882Z","1112","arrow","SGC4B","winter22","asynch","Female",23,"English","Fourth","United States","I tried my best on each question",3,3,4,"","N/A",15.2875,1,"chrome",1440,821,-0.581417602005837,11.3660714285714,0.916249191984486,0,0,0,0,-11.5,0,11.5955,53.5176923076923,9.936,158.609,0,12,1,0,0,1,0,0,0,-1,"Orthogonal",36.994,0,-1,"Orthogonal",158.609,0,"Orthogonal",36.558,0,"Orthogonal",100.92,0,-5,5.45911666666667,0,-6.5,6.13638333333333
"KNNML","11111","point","SGC4B","winter22","asynch","Female",21,"X-Other","Third","United States","I tried my best on each question",3,3,4,"","no",11.9870166666667,1,"chrome",1440,696,-0.415613553113553,3.90343406593407,0.597554406377936,0,0,1,1,-6,0.0769230769230769,8.53206666666667,39.3787692307692,21.015,74.437,1,5,1,0,6,1,5,1,0,-1,"Orthogonal",32.155,1,1,"Triangular",43.453,0,"Orthogonal",65.163,0,"Tversky",64.264,1,-2,2.65386666666667,0,-4,5.8782
"KT181","1113","cross","SGC4B","winter22","asynch","Female",22,"Spanish","Fourth","United States","I tried my best on each question",4,2,3,"","",5.48,1,"chrome",1440,712,1.70115815556992,9.78974358974359,0.0611398405516052,0,0,2,2,-8.5,0.153846153846154,3.6586,16.8858461538462,6.497,38.698,2,10,0,0,1,0,1,0,0,-1,"Orthogonal",13.236,1,1,"Triangular",9.405,0,"Orthogonal",14.096,1,"Triangular",15.382,1,-2.5,1.12136666666667,1,-6,2.53723333333333
"L53BW","11111","point","SGC4B","winter22","asynch","Male",21,"English","Fourth","United States","I tried my best on each question",3,3,3,"A calculator would be useful","No",10.2133,1,"chrome",1440,821,-0.452250935339171,11.5,-0.146250808015514,0,0,0,0,-12,0,7.6921,35.502,5.189,107.136,0,12,0,0,1,0,0,1,0,-1,"Orthogonal",17.751,0,-1,"Orthogonal",107.136,0,"Orthogonal",26.856,0,"Orthogonal",31.712,0,-4,3.82226666666667,0,-8,3.86983333333333
"L65ZP","1113","cross","SGC4B","winter22","asynch","Female",20,"English","Third","USA","I tried my best on each question",2,3,5,"I enjoyed this experiment! I would love to read the results!","",9.56605,1,"chrome",1418,693,-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,6.45435,29.7893076923077,7.281,79.787,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",19.081,0,-1,"Orthogonal",79.787,0,"Orthogonal",18.104,0,"Orthogonal",37.139,0,-5,3.35115,0,-8,3.1032
"L8U24","11111","point","SGC4B","winter22","asynch","Male",21,"English","Fourth","USA","I tried my best on each question",2,4,3,"","",9.7209,1.5,"chrome",1440,746,-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,6.06695,28.0013076923077,8.145,69.02,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",27.89,0,-1,"Orthogonal",69.02,0,"Orthogonal",17.172,0,"Orthogonal",40.069,0,-5,2.80503333333333,0,-8,3.26191666666667
"LAZNE","11111","point","SGC4B","winter22","asynch","Female",18,"Spanish","First","America","I tried my best on each question",3,2,3,"N/A","No",17.3889333333333,1,"chrome",1440,821,-0.595108078196314,10.1939102564103,0.255292501616031,0,0,0,0,-11,0,11.0907333333333,51.188,12.209,94.076,0,11,1,0,1,1,1,0,0,-1,"Orthogonal",32.812,0,-0.5,"?",89.816,0,"Orthogonal",17.638,0,"Orthogonal",72.752,0,-4.5,5.3873,0,-6.5,5.70343333333333
"LD29H","11111","point","SGC4B","winter22","asynch","Female",18,"English","First","United States of America","I tried my best on each question",2,3,4,"It was engaging.
","None.",7.47158333333333,1,"chrome",1440,697,1.50423938806292,7.36842006033183,1.2969591682827,0,0,2,2,-6.5,0.153846153846154,4.03493333333333,18.6227692307692,4.652,77.591,2,8,1,0,2,1,2,0,0,-1,"Orthogonal",4.652,1,1,"Triangular",10.797,0,"Orthogonal",10.735,1,"Triangular",13.123,1,-2.5,0.797033333333333,1,-4,3.2379
"LD7EK","11111","point","SGC4B","winter22","asynch","Male",21,"English","Third","United States","I tried my best on most questions",3,3,2,"","No",12.28355,1,"chrome",1280,721,-0.514750935339171,13,-0.146250808015514,0,0,0,0,-13,0,8.78116666666667,40.5284615384615,9.844,78.063,0,13,0,0,0,0,0,0,0,-1,"Orthogonal",36.29,0,-1,"Orthogonal",78.063,0,"Orthogonal",22.354,0,"Orthogonal",57.965,0,-5,3.8303,0,-8,4.95086666666667
"LHSML","1112","arrow","SGC4B","winter22","asynch","Male",19,"English","First","United States","I tried my best on each question",4,4,3,"","",7.71673333333333,1,"chrome",1536,760,0.504729584141349,10.6794871794872,-0.860536522301228,0,0,0,1,-10.5,0.0769230769230769,5.85886666666667,27.0409230769231,7.225,58.387,1,11,0,0,1,0,1,0,0,-1,"Orthogonal",43.286,1,1,"Triangular",34.37,0,"Orthogonal",21.486,0,"Orthogonal",58.387,1,-2.5,1.85463333333333,0,-8,4.00423333333333
"LJCT0","1112","arrow","SGC4B","winter22","asynch","Male",21,"Mandarin","Third","China","I tried my best on most questions",2,5,4,"","",9.7933,3,"chrome",1920,969,10.8666666666667,-0.611937082525318,7.08974358974359,0,0,11,11,10.5,0.846153846153846,3.73123333333333,17.2210769230769,7.593,45.452,11,0,0,0,2,0,1,1,1,1,"Triangular",45.452,1,1,"Triangular",16.672,1,"Triangular",27.693,1,"Triangular",10.766,4,4,1.5597,7,6.5,2.17153333333333
"M0PWZ","1113","cross","SGC4B","winter22","asynch","Male",22,"Mandarin","Fourth","United States","I tried my best on each question",4,3,2,"","",11.0844333333333,1,"chrome",1440,764,-1.10566002624826,11.3397435897436,-0.229584141348847,0,0,0,0,-12.5,0,8.49265,39.1968461538462,6.378,105.239,0,12,0,0,1,0,1,0,0,-1,"Orthogonal",12.539,0,-1,"Orthogonal",99.482,0,"Orthogonal",15.618,0,"Orthogonal",51.958,0,-4.5,4.51133333333333,0,-8,3.98131666666667
"MH844","1113","cross","SGC4B","winter22","asynch","Female",22,"X-Other","Fourth","US","I tried my best on each question",3,2,3,"maybe more questions and different graph format ","no",10.6871833333333,1,"chrome",1440,821,-0.153113553113553,6.39391025641026,-0.402445593622064,0,0,1,1,-8,0.0769230769230769,7.58643333333333,35.0143076923077,11.857,108.174,1,7,0,0,5,0,4,1,0,-1,"Orthogonal",18.15,1,1,"Triangular",16.874,0,"Orthogonal",68.766,0,"Orthogonal",108.174,1,-2,1.83173333333333,0,-6,5.7547
"MOOMN","1112","arrow","SGC4B","winter22","asynch","Female",19,"English","Second","United States","I tried my best on most questions",3,3,2,"n/a","",7.3246,1,"chrome",1440,738,0.70115815556992,8.72307692307692,-0.272193492781728,0,0,1,1,-7.5,0.0769230769230769,3.84985,17.7685384615385,5.066,43.074,2,9,0,0,2,0,1,1,0,-1,"Orthogonal",14.82,1,1,"Triangular",12.289,0,"Orthogonal",21.935,0,"Triangular",5.066,1,-3,1.41941666666667,0,-4.5,2.43043333333333
