"subject","mode","pretty_condition","question","score","ROTATION","SHAPE"
"LLPS7","asynch","TRI-90",2,1,"90","TRI"
"LLPS7","asynch","TRI-90",3,2,"90","TRI"
"LLPS7","asynch","TRI-90",4,3,"90","TRI"
"LLPS7","asynch","TRI-90",5,4,"90","TRI"
"LLPS7","asynch","TRI-90",6,4,"90","TRI"
"LLPS7","asynch","TRI-90",7,5,"90","TRI"
"LLPS7","asynch","TRI-90",8,6,"90","TRI"
"LLPS7","asynch","TRI-90",9,7,"90","TRI"
"LLPS7","asynch","TRI-90",10,7,"90","TRI"
"LLPS7","asynch","TRI-90",11,7,"90","TRI"
"LLPS7","asynch","TRI-90",12,8,"90","TRI"
"LLPS7","asynch","TRI-90",13,9,"90","TRI"
"ZCQVM","asynch","TRI-90",1,0,"90","TRI"
"ZCQVM","asynch","TRI-90",2,0,"90","TRI"
"ZCQVM","asynch","TRI-90",3,0,"90","TRI"
"ZCQVM","asynch","TRI-90",4,0,"90","TRI"
"ZCQVM","asynch","TRI-90",5,0,"90","TRI"
"ZCQVM","asynch","TRI-90",6,0,"90","TRI"
"ZCQVM","asynch","TRI-90",7,0,"90","TRI"
"ZCQVM","asynch","TRI-90",8,0,"90","TRI"
"ZCQVM","asynch","TRI-90",9,0,"90","TRI"
"ZCQVM","asynch","TRI-90",10,0,"90","TRI"
"ZCQVM","asynch","TRI-90",11,0,"90","TRI"
"ZCQVM","asynch","TRI-90",12,0,"90","TRI"
"ZCQVM","asynch","TRI-90",13,0,"90","TRI"
"YTSUM","asynch","TRI-90",1,0,"90","TRI"
"YTSUM","asynch","TRI-90",2,0,"90","TRI"
"YTSUM","asynch","TRI-90",3,0,"90","TRI"
"YTSUM","asynch","TRI-90",4,0,"90","TRI"
"YTSUM","asynch","TRI-90",5,0,"90","TRI"
"YTSUM","asynch","TRI-90",6,0,"90","TRI"
"YTSUM","asynch","TRI-90",7,0,"90","TRI"
"YTSUM","asynch","TRI-90",8,0,"90","TRI"
"YTSUM","asynch","TRI-90",9,0,"90","TRI"
"YTSUM","asynch","TRI-90",10,0,"90","TRI"
"YTSUM","asynch","TRI-90",11,0,"90","TRI"
"YTSUM","asynch","TRI-90",12,0,"90","TRI"
"YTSUM","asynch","TRI-90",13,0,"90","TRI"
"DFTRY","asynch","TRI-90",1,0,"90","TRI"
"DFTRY","asynch","TRI-90",2,0,"90","TRI"
"DFTRY","asynch","TRI-90",3,0,"90","TRI"
"DFTRY","asynch","TRI-90",4,0,"90","TRI"
"DFTRY","asynch","TRI-90",5,0,"90","TRI"
"DFTRY","asynch","TRI-90",6,0,"90","TRI"
"DFTRY","asynch","TRI-90",7,0,"90","TRI"
"DFTRY","asynch","TRI-90",8,1,"90","TRI"
"DFTRY","asynch","TRI-90",9,1,"90","TRI"
"DFTRY","asynch","TRI-90",10,1,"90","TRI"
"DFTRY","asynch","TRI-90",11,1,"90","TRI"
"DFTRY","asynch","TRI-90",12,1,"90","TRI"
"DFTRY","asynch","TRI-90",13,1,"90","TRI"
"X52QK","asynch","TRI-90",1,0,"90","TRI"
"X52QK","asynch","TRI-90",2,0,"90","TRI"
"X52QK","asynch","TRI-90",3,0,"90","TRI"
"X52QK","asynch","TRI-90",4,0,"90","TRI"
"X52QK","asynch","TRI-90",5,0,"90","TRI"
"X52QK","asynch","TRI-90",6,0,"90","TRI"
"X52QK","asynch","TRI-90",7,0,"90","TRI"
"X52QK","asynch","TRI-90",8,0,"90","TRI"
"X52QK","asynch","TRI-90",9,0,"90","TRI"
"X52QK","asynch","TRI-90",10,0,"90","TRI"
"X52QK","asynch","TRI-90",11,0,"90","TRI"
"X52QK","asynch","TRI-90",12,0,"90","TRI"
"X52QK","asynch","TRI-90",13,0,"90","TRI"
"C6F6M","asynch","TRI-90",1,0,"90","TRI"
"C6F6M","asynch","TRI-90",2,0,"90","TRI"
"C6F6M","asynch","TRI-90",3,1,"90","TRI"
"C6F6M","asynch","TRI-90",4,2,"90","TRI"
"C6F6M","asynch","TRI-90",5,2,"90","TRI"
"C6F6M","asynch","TRI-90",6,2,"90","TRI"
"C6F6M","asynch","TRI-90",7,2,"90","TRI"
"C6F6M","asynch","TRI-90",8,3,"90","TRI"
"C6F6M","asynch","TRI-90",9,4,"90","TRI"
"C6F6M","asynch","TRI-90",10,5,"90","TRI"
"C6F6M","asynch","TRI-90",11,6,"90","TRI"
"C6F6M","asynch","TRI-90",12,7,"90","TRI"
"C6F6M","asynch","TRI-90",13,7,"90","TRI"
"PWPHH","asynch","TRI-90",1,0,"90","TRI"
"PWPHH","asynch","TRI-90",2,0,"90","TRI"
"PWPHH","asynch","TRI-90",3,0,"90","TRI"
"PWPHH","asynch","TRI-90",4,0,"90","TRI"
"PWPHH","asynch","TRI-90",5,0,"90","TRI"
"PWPHH","asynch","TRI-90",6,0,"90","TRI"
"PWPHH","asynch","TRI-90",7,0,"90","TRI"
"PWPHH","asynch","TRI-90",8,0,"90","TRI"
"PWPHH","asynch","TRI-90",9,0,"90","TRI"
"PWPHH","asynch","TRI-90",10,0,"90","TRI"
"PWPHH","asynch","TRI-90",11,0,"90","TRI"
"PWPHH","asynch","TRI-90",12,0,"90","TRI"
"PWPHH","asynch","TRI-90",13,0,"90","TRI"
"WMGCF","asynch","TRI-90",1,0,"90","TRI"
"WMGCF","asynch","TRI-90",2,1,"90","TRI"
"WMGCF","asynch","TRI-90",3,1,"90","TRI"
"WMGCF","asynch","TRI-90",4,2,"90","TRI"
"WMGCF","asynch","TRI-90",5,2,"90","TRI"
"WMGCF","asynch","TRI-90",6,3,"90","TRI"
"WMGCF","asynch","TRI-90",7,4,"90","TRI"
"WMGCF","asynch","TRI-90",8,5,"90","TRI"
"WMGCF","asynch","TRI-90",9,6,"90","TRI"
"WMGCF","asynch","TRI-90",10,7,"90","TRI"
"WMGCF","asynch","TRI-90",11,8,"90","TRI"
"WMGCF","asynch","TRI-90",12,9,"90","TRI"
"WMGCF","asynch","TRI-90",13,10,"90","TRI"
"DKD9W","asynch","TRI-90",1,0,"90","TRI"
"DKD9W","asynch","TRI-90",2,0,"90","TRI"
"DKD9W","asynch","TRI-90",3,0,"90","TRI"
"DKD9W","asynch","TRI-90",4,0,"90","TRI"
"DKD9W","asynch","TRI-90",5,1,"90","TRI"
"DKD9W","asynch","TRI-90",6,1,"90","TRI"
"DKD9W","asynch","TRI-90",7,1,"90","TRI"
"DKD9W","asynch","TRI-90",8,1,"90","TRI"
"DKD9W","asynch","TRI-90",9,1,"90","TRI"
"DKD9W","asynch","TRI-90",10,1,"90","TRI"
"DKD9W","asynch","TRI-90",11,1,"90","TRI"
"DKD9W","asynch","TRI-90",12,1,"90","TRI"
"DKD9W","asynch","TRI-90",13,1,"90","TRI"
"6SSQ2","asynch","TRI-90",1,0,"90","TRI"
"6SSQ2","asynch","TRI-90",2,0,"90","TRI"
"6SSQ2","asynch","TRI-90",3,0,"90","TRI"
"6SSQ2","asynch","TRI-90",4,0,"90","TRI"
"6SSQ2","asynch","TRI-90",5,0,"90","TRI"
"6SSQ2","asynch","TRI-90",6,0,"90","TRI"
"6SSQ2","asynch","TRI-90",7,0,"90","TRI"
"6SSQ2","asynch","TRI-90",8,0,"90","TRI"
"6SSQ2","asynch","TRI-90",9,0,"90","TRI"
"6SSQ2","asynch","TRI-90",10,0,"90","TRI"
"6SSQ2","asynch","TRI-90",11,0,"90","TRI"
"6SSQ2","asynch","TRI-90",12,0,"90","TRI"
"6SSQ2","asynch","TRI-90",13,0,"90","TRI"
"KYT0U","asynch","TRI-90",1,0,"90","TRI"
"KYT0U","asynch","TRI-90",2,1,"90","TRI"
"KYT0U","asynch","TRI-90",3,2,"90","TRI"
"KYT0U","asynch","TRI-90",4,3,"90","TRI"
"KYT0U","asynch","TRI-90",5,4,"90","TRI"
"KYT0U","asynch","TRI-90",6,4,"90","TRI"
"KYT0U","asynch","TRI-90",7,4,"90","TRI"
"KYT0U","asynch","TRI-90",8,5,"90","TRI"
"KYT0U","asynch","TRI-90",9,6,"90","TRI"
"KYT0U","asynch","TRI-90",10,7,"90","TRI"
"KYT0U","asynch","TRI-90",11,8,"90","TRI"
"KYT0U","asynch","TRI-90",12,9,"90","TRI"
"KYT0U","asynch","TRI-90",13,9,"90","TRI"
"A9XC1","asynch","TRI-90",1,0,"90","TRI"
"A9XC1","asynch","TRI-90",2,0,"90","TRI"
"A9XC1","asynch","TRI-90",3,0,"90","TRI"
"A9XC1","asynch","TRI-90",4,0,"90","TRI"
"A9XC1","asynch","TRI-90",5,1,"90","TRI"
"A9XC1","asynch","TRI-90",6,1,"90","TRI"
"A9XC1","asynch","TRI-90",7,1,"90","TRI"
"A9XC1","asynch","TRI-90",8,1,"90","TRI"
"A9XC1","asynch","TRI-90",9,1,"90","TRI"
"A9XC1","asynch","TRI-90",10,1,"90","TRI"
"A9XC1","asynch","TRI-90",11,1,"90","TRI"
"A9XC1","asynch","TRI-90",12,1,"90","TRI"
"A9XC1","asynch","TRI-90",13,1,"90","TRI"
"9CODD","asynch","TRI-90",1,1,"90","TRI"
"9CODD","asynch","TRI-90",2,2,"90","TRI"
"9CODD","asynch","TRI-90",3,3,"90","TRI"
"9CODD","asynch","TRI-90",4,3,"90","TRI"
"9CODD","asynch","TRI-90",5,4,"90","TRI"
"9CODD","asynch","TRI-90",6,5,"90","TRI"
"9CODD","asynch","TRI-90",7,5,"90","TRI"
"9CODD","asynch","TRI-90",8,6,"90","TRI"
"9CODD","asynch","TRI-90",9,6,"90","TRI"
"9CODD","asynch","TRI-90",10,7,"90","TRI"
"9CODD","asynch","TRI-90",11,8,"90","TRI"
"9CODD","asynch","TRI-90",12,9,"90","TRI"
"9CODD","asynch","TRI-90",13,10,"90","TRI"
"1HFPM","asynch","TRI-90",1,0,"90","TRI"
"1HFPM","asynch","TRI-90",2,0,"90","TRI"
"1HFPM","asynch","TRI-90",3,0,"90","TRI"
"1HFPM","asynch","TRI-90",4,1,"90","TRI"
"1HFPM","asynch","TRI-90",5,1,"90","TRI"
"1HFPM","asynch","TRI-90",6,1,"90","TRI"
"1HFPM","asynch","TRI-90",7,1,"90","TRI"
"1HFPM","asynch","TRI-90",8,2,"90","TRI"
"1HFPM","asynch","TRI-90",9,2,"90","TRI"
"1HFPM","asynch","TRI-90",10,2,"90","TRI"
"1HFPM","asynch","TRI-90",11,2,"90","TRI"
"1HFPM","asynch","TRI-90",12,3,"90","TRI"
"1HFPM","asynch","TRI-90",13,3,"90","TRI"
"RYLJA","asynch","TRI-90",1,0,"90","TRI"
"RYLJA","asynch","TRI-90",2,0,"90","TRI"
"RYLJA","asynch","TRI-90",3,0,"90","TRI"
"RYLJA","asynch","TRI-90",4,0,"90","TRI"
"RYLJA","asynch","TRI-90",5,0,"90","TRI"
"RYLJA","asynch","TRI-90",6,0,"90","TRI"
"RYLJA","asynch","TRI-90",7,0,"90","TRI"
"RYLJA","asynch","TRI-90",8,0,"90","TRI"
"RYLJA","asynch","TRI-90",9,0,"90","TRI"
"RYLJA","asynch","TRI-90",10,0,"90","TRI"
"RYLJA","asynch","TRI-90",11,0,"90","TRI"
"RYLJA","asynch","TRI-90",12,0,"90","TRI"
"RYLJA","asynch","TRI-90",13,0,"90","TRI"
"VH5OY","asynch","TRI-90",1,0,"90","TRI"
"VH5OY","asynch","TRI-90",2,0,"90","TRI"
"VH5OY","asynch","TRI-90",3,0,"90","TRI"
"VH5OY","asynch","TRI-90",4,0,"90","TRI"
"VH5OY","asynch","TRI-90",5,0,"90","TRI"
"VH5OY","asynch","TRI-90",6,0,"90","TRI"
"VH5OY","asynch","TRI-90",7,0,"90","TRI"
"VH5OY","asynch","TRI-90",8,0,"90","TRI"
"VH5OY","asynch","TRI-90",9,0,"90","TRI"
"VH5OY","asynch","TRI-90",10,0,"90","TRI"
"VH5OY","asynch","TRI-90",11,0,"90","TRI"
"VH5OY","asynch","TRI-90",12,0,"90","TRI"
"VH5OY","asynch","TRI-90",13,0,"90","TRI"
"XL3JA","asynch","TRI-90",1,0,"90","TRI"
"XL3JA","asynch","TRI-90",2,0,"90","TRI"
"XL3JA","asynch","TRI-90",3,0,"90","TRI"
"XL3JA","asynch","TRI-90",4,1,"90","TRI"
"XL3JA","asynch","TRI-90",5,1,"90","TRI"
"XL3JA","asynch","TRI-90",6,1,"90","TRI"
"XL3JA","asynch","TRI-90",7,1,"90","TRI"
"XL3JA","asynch","TRI-90",8,1,"90","TRI"
"XL3JA","asynch","TRI-90",9,2,"90","TRI"
"XL3JA","asynch","TRI-90",10,3,"90","TRI"
"XL3JA","asynch","TRI-90",11,3,"90","TRI"
"XL3JA","asynch","TRI-90",12,4,"90","TRI"
"XL3JA","asynch","TRI-90",13,4,"90","TRI"
"29KEV","asynch","TRI-90",1,0,"90","TRI"
"29KEV","asynch","TRI-90",2,0,"90","TRI"
"29KEV","asynch","TRI-90",3,0,"90","TRI"
"29KEV","asynch","TRI-90",4,0,"90","TRI"
"29KEV","asynch","TRI-90",5,0,"90","TRI"
"29KEV","asynch","TRI-90",6,0,"90","TRI"
"29KEV","asynch","TRI-90",7,0,"90","TRI"
"29KEV","asynch","TRI-90",8,0,"90","TRI"
"29KEV","asynch","TRI-90",9,1,"90","TRI"
"29KEV","asynch","TRI-90",10,1,"90","TRI"
"29KEV","asynch","TRI-90",11,1,"90","TRI"
"29KEV","asynch","TRI-90",12,2,"90","TRI"
"29KEV","asynch","TRI-90",13,2,"90","TRI"
"PH1DM","asynch","TRI-90",1,0,"90","TRI"
"PH1DM","asynch","TRI-90",2,1,"90","TRI"
"PH1DM","asynch","TRI-90",3,1,"90","TRI"
"PH1DM","asynch","TRI-90",4,2,"90","TRI"
"PH1DM","asynch","TRI-90",5,2,"90","TRI"
"PH1DM","asynch","TRI-90",6,3,"90","TRI"
"PH1DM","asynch","TRI-90",7,3,"90","TRI"
"PH1DM","asynch","TRI-90",8,4,"90","TRI"
"PH1DM","asynch","TRI-90",9,5,"90","TRI"
"PH1DM","asynch","TRI-90",10,6,"90","TRI"
"PH1DM","asynch","TRI-90",11,7,"90","TRI"
"PH1DM","asynch","TRI-90",12,8,"90","TRI"
"PH1DM","asynch","TRI-90",13,9,"90","TRI"
"HWR64","asynch","TRI-90",1,1,"90","TRI"
"HWR64","asynch","TRI-90",2,1,"90","TRI"
"HWR64","asynch","TRI-90",3,1,"90","TRI"
"HWR64","asynch","TRI-90",4,1,"90","TRI"
"HWR64","asynch","TRI-90",5,1,"90","TRI"
"HWR64","asynch","TRI-90",6,1,"90","TRI"
"HWR64","asynch","TRI-90",7,1,"90","TRI"
"HWR64","asynch","TRI-90",8,1,"90","TRI"
"HWR64","asynch","TRI-90",9,2,"90","TRI"
"HWR64","asynch","TRI-90",10,3,"90","TRI"
"HWR64","asynch","TRI-90",11,3,"90","TRI"
"HWR64","asynch","TRI-90",12,3,"90","TRI"
"HWR64","asynch","TRI-90",13,3,"90","TRI"
"XY3OZ","asynch","TRI-90",1,0,"90","TRI"
"XY3OZ","asynch","TRI-90",2,0,"90","TRI"
"XY3OZ","asynch","TRI-90",3,0,"90","TRI"
"XY3OZ","asynch","TRI-90",4,1,"90","TRI"
"XY3OZ","asynch","TRI-90",5,1,"90","TRI"
"XY3OZ","asynch","TRI-90",6,1,"90","TRI"
"XY3OZ","asynch","TRI-90",7,1,"90","TRI"
"XY3OZ","asynch","TRI-90",8,2,"90","TRI"
"XY3OZ","asynch","TRI-90",9,3,"90","TRI"
"XY3OZ","asynch","TRI-90",10,3,"90","TRI"
"XY3OZ","asynch","TRI-90",11,3,"90","TRI"
"XY3OZ","asynch","TRI-90",12,3,"90","TRI"
"XY3OZ","asynch","TRI-90",13,3,"90","TRI"
"81F7D","asynch","TRI-90",1,0,"90","TRI"
"81F7D","asynch","TRI-90",2,0,"90","TRI"
"81F7D","asynch","TRI-90",3,0,"90","TRI"
"81F7D","asynch","TRI-90",4,0,"90","TRI"
"81F7D","asynch","TRI-90",5,0,"90","TRI"
"81F7D","asynch","TRI-90",6,0,"90","TRI"
"81F7D","asynch","TRI-90",7,0,"90","TRI"
"81F7D","asynch","TRI-90",8,0,"90","TRI"
"81F7D","asynch","TRI-90",9,0,"90","TRI"
"81F7D","asynch","TRI-90",10,0,"90","TRI"
"81F7D","asynch","TRI-90",11,0,"90","TRI"
"81F7D","asynch","TRI-90",12,0,"90","TRI"
"81F7D","asynch","TRI-90",13,0,"90","TRI"
"3P0OG","asynch","TRI-90",1,0,"90","TRI"
"3P0OG","asynch","TRI-90",2,0,"90","TRI"
"3P0OG","asynch","TRI-90",3,0,"90","TRI"
"3P0OG","asynch","TRI-90",4,0,"90","TRI"
"3P0OG","asynch","TRI-90",5,0,"90","TRI"
"3P0OG","asynch","TRI-90",6,0,"90","TRI"
"3P0OG","asynch","TRI-90",7,0,"90","TRI"
"3P0OG","asynch","TRI-90",8,1,"90","TRI"
"3P0OG","asynch","TRI-90",9,1,"90","TRI"
"3P0OG","asynch","TRI-90",10,1,"90","TRI"
"3P0OG","asynch","TRI-90",11,2,"90","TRI"
"3P0OG","asynch","TRI-90",12,2,"90","TRI"
"3P0OG","asynch","TRI-90",13,2,"90","TRI"
"CLEWH","asynch","TRI-90",1,0,"90","TRI"
"CLEWH","asynch","TRI-90",2,0,"90","TRI"
"CLEWH","asynch","TRI-90",3,1,"90","TRI"
"CLEWH","asynch","TRI-90",4,2,"90","TRI"
"CLEWH","asynch","TRI-90",5,2,"90","TRI"
"CLEWH","asynch","TRI-90",6,2,"90","TRI"
"CLEWH","asynch","TRI-90",7,2,"90","TRI"
"CLEWH","asynch","TRI-90",8,3,"90","TRI"
"CLEWH","asynch","TRI-90",9,4,"90","TRI"
"CLEWH","asynch","TRI-90",10,5,"90","TRI"
"CLEWH","asynch","TRI-90",11,6,"90","TRI"
"CLEWH","asynch","TRI-90",12,7,"90","TRI"
"CLEWH","asynch","TRI-90",13,8,"90","TRI"
"UE69U","asynch","TRI-90",1,0,"90","TRI"
"UE69U","asynch","TRI-90",2,0,"90","TRI"
"UE69U","asynch","TRI-90",3,0,"90","TRI"
"UE69U","asynch","TRI-90",4,0,"90","TRI"
"UE69U","asynch","TRI-90",5,1,"90","TRI"
"UE69U","asynch","TRI-90",6,1,"90","TRI"
"UE69U","asynch","TRI-90",7,1,"90","TRI"
"UE69U","asynch","TRI-90",8,1,"90","TRI"
"UE69U","asynch","TRI-90",9,1,"90","TRI"
"UE69U","asynch","TRI-90",10,1,"90","TRI"
"UE69U","asynch","TRI-90",11,1,"90","TRI"
"UE69U","asynch","TRI-90",12,1,"90","TRI"
"UE69U","asynch","TRI-90",13,1,"90","TRI"
"4TVOM","asynch","TRI-90",1,0,"90","TRI"
"4TVOM","asynch","TRI-90",2,0,"90","TRI"
"4TVOM","asynch","TRI-90",3,0,"90","TRI"
"4TVOM","asynch","TRI-90",4,0,"90","TRI"
"4TVOM","asynch","TRI-90",5,1,"90","TRI"
"4TVOM","asynch","TRI-90",6,1,"90","TRI"
"4TVOM","asynch","TRI-90",7,1,"90","TRI"
"4TVOM","asynch","TRI-90",8,1,"90","TRI"
"4TVOM","asynch","TRI-90",9,1,"90","TRI"
"4TVOM","asynch","TRI-90",10,1,"90","TRI"
"4TVOM","asynch","TRI-90",11,1,"90","TRI"
"4TVOM","asynch","TRI-90",12,1,"90","TRI"
"4TVOM","asynch","TRI-90",13,1,"90","TRI"
"WLJ66","asynch","TRI-90",1,0,"90","TRI"
"WLJ66","asynch","TRI-90",2,0,"90","TRI"
"WLJ66","asynch","TRI-90",3,0,"90","TRI"
"WLJ66","asynch","TRI-90",4,0,"90","TRI"
"WLJ66","asynch","TRI-90",5,0,"90","TRI"
"WLJ66","asynch","TRI-90",6,0,"90","TRI"
"WLJ66","asynch","TRI-90",7,0,"90","TRI"
"WLJ66","asynch","TRI-90",8,0,"90","TRI"
"WLJ66","asynch","TRI-90",9,0,"90","TRI"
"WLJ66","asynch","TRI-90",10,0,"90","TRI"
"WLJ66","asynch","TRI-90",11,0,"90","TRI"
"WLJ66","asynch","TRI-90",12,0,"90","TRI"
"WLJ66","asynch","TRI-90",13,0,"90","TRI"
"FO7NT","asynch","TRI-90",1,0,"90","TRI"
"FO7NT","asynch","TRI-90",2,0,"90","TRI"
"FO7NT","asynch","TRI-90",3,0,"90","TRI"
"FO7NT","asynch","TRI-90",4,1,"90","TRI"
"FO7NT","asynch","TRI-90",5,1,"90","TRI"
"FO7NT","asynch","TRI-90",6,1,"90","TRI"
"FO7NT","asynch","TRI-90",7,1,"90","TRI"
"FO7NT","asynch","TRI-90",8,2,"90","TRI"
"FO7NT","asynch","TRI-90",9,3,"90","TRI"
"FO7NT","asynch","TRI-90",10,4,"90","TRI"
"FO7NT","asynch","TRI-90",11,4,"90","TRI"
"FO7NT","asynch","TRI-90",12,4,"90","TRI"
"FO7NT","asynch","TRI-90",13,5,"90","TRI"
"POGW3","asynch","TRI-90",1,0,"90","TRI"
"POGW3","asynch","TRI-90",2,0,"90","TRI"
"POGW3","asynch","TRI-90",3,0,"90","TRI"
"POGW3","asynch","TRI-90",4,0,"90","TRI"
"POGW3","asynch","TRI-90",5,0,"90","TRI"
"POGW3","asynch","TRI-90",6,0,"90","TRI"
"POGW3","asynch","TRI-90",7,0,"90","TRI"
"POGW3","asynch","TRI-90",8,0,"90","TRI"
"POGW3","asynch","TRI-90",9,0,"90","TRI"
"POGW3","asynch","TRI-90",10,0,"90","TRI"
"POGW3","asynch","TRI-90",11,0,"90","TRI"
"POGW3","asynch","TRI-90",12,0,"90","TRI"
"POGW3","asynch","TRI-90",13,0,"90","TRI"
"SMJ76","asynch","TRI-90",1,1,"90","TRI"
"SMJ76","asynch","TRI-90",2,2,"90","TRI"
"SMJ76","asynch","TRI-90",3,2,"90","TRI"
"SMJ76","asynch","TRI-90",4,2,"90","TRI"
"SMJ76","asynch","TRI-90",5,2,"90","TRI"
"SMJ76","asynch","TRI-90",6,2,"90","TRI"
"SMJ76","asynch","TRI-90",7,3,"90","TRI"
"SMJ76","asynch","TRI-90",8,3,"90","TRI"
"SMJ76","asynch","TRI-90",9,4,"90","TRI"
"SMJ76","asynch","TRI-90",10,4,"90","TRI"
"SMJ76","asynch","TRI-90",11,4,"90","TRI"
"SMJ76","asynch","TRI-90",12,5,"90","TRI"
"SMJ76","asynch","TRI-90",13,5,"90","TRI"
"ZL7OT","asynch","TRI-90",1,0,"90","TRI"
"ZL7OT","asynch","TRI-90",2,1,"90","TRI"
"ZL7OT","asynch","TRI-90",3,1,"90","TRI"
"ZL7OT","asynch","TRI-90",4,1,"90","TRI"
"ZL7OT","asynch","TRI-90",5,1,"90","TRI"
"ZL7OT","asynch","TRI-90",6,1,"90","TRI"
"ZL7OT","asynch","TRI-90",7,1,"90","TRI"
"ZL7OT","asynch","TRI-90",8,2,"90","TRI"
"ZL7OT","asynch","TRI-90",9,3,"90","TRI"
"ZL7OT","asynch","TRI-90",10,4,"90","TRI"
"ZL7OT","asynch","TRI-90",11,4,"90","TRI"
"ZL7OT","asynch","TRI-90",12,5,"90","TRI"
"ZL7OT","asynch","TRI-90",13,5,"90","TRI"
"S0VP4","asynch","TRI-90",1,0,"90","TRI"
"S0VP4","asynch","TRI-90",2,0,"90","TRI"
"S0VP4","asynch","TRI-90",3,0,"90","TRI"
"S0VP4","asynch","TRI-90",4,0,"90","TRI"
"S0VP4","asynch","TRI-90",5,0,"90","TRI"
"S0VP4","asynch","TRI-90",6,0,"90","TRI"
"S0VP4","asynch","TRI-90",7,0,"90","TRI"
"S0VP4","asynch","TRI-90",8,0,"90","TRI"
"S0VP4","asynch","TRI-90",9,0,"90","TRI"
"S0VP4","asynch","TRI-90",10,0,"90","TRI"
"S0VP4","asynch","TRI-90",11,0,"90","TRI"
"S0VP4","asynch","TRI-90",12,0,"90","TRI"
"S0VP4","asynch","TRI-90",13,0,"90","TRI"
"56DR6","asynch","TRI-90",1,0,"90","TRI"
"56DR6","asynch","TRI-90",2,0,"90","TRI"
"56DR6","asynch","TRI-90",3,0,"90","TRI"
"56DR6","asynch","TRI-90",4,0,"90","TRI"
"56DR6","asynch","TRI-90",5,0,"90","TRI"
"56DR6","asynch","TRI-90",6,0,"90","TRI"
"56DR6","asynch","TRI-90",7,0,"90","TRI"
"56DR6","asynch","TRI-90",8,0,"90","TRI"
"56DR6","asynch","TRI-90",9,0,"90","TRI"
"56DR6","asynch","TRI-90",10,0,"90","TRI"
"56DR6","asynch","TRI-90",11,0,"90","TRI"
"56DR6","asynch","TRI-90",12,0,"90","TRI"
"56DR6","asynch","TRI-90",13,0,"90","TRI"
"TR810","asynch","TRI-90",1,0,"90","TRI"
"TR810","asynch","TRI-90",2,0,"90","TRI"
"TR810","asynch","TRI-90",3,0,"90","TRI"
"TR810","asynch","TRI-90",4,0,"90","TRI"
"TR810","asynch","TRI-90",5,0,"90","TRI"
"TR810","asynch","TRI-90",6,0,"90","TRI"
"TR810","asynch","TRI-90",7,0,"90","TRI"
"TR810","asynch","TRI-90",8,0,"90","TRI"
"TR810","asynch","TRI-90",9,0,"90","TRI"
"TR810","asynch","TRI-90",10,0,"90","TRI"
"TR810","asynch","TRI-90",11,0,"90","TRI"
"TR810","asynch","TRI-90",12,0,"90","TRI"
"TR810","asynch","TRI-90",13,0,"90","TRI"
"RW97M","asynch","TRI-90",1,0,"90","TRI"
"RW97M","asynch","TRI-90",2,0,"90","TRI"
"RW97M","asynch","TRI-90",3,0,"90","TRI"
"RW97M","asynch","TRI-90",4,0,"90","TRI"
"RW97M","asynch","TRI-90",5,0,"90","TRI"
"RW97M","asynch","TRI-90",6,0,"90","TRI"
"RW97M","asynch","TRI-90",7,0,"90","TRI"
"RW97M","asynch","TRI-90",8,0,"90","TRI"
"RW97M","asynch","TRI-90",9,0,"90","TRI"
"RW97M","asynch","TRI-90",10,0,"90","TRI"
"RW97M","asynch","TRI-90",11,0,"90","TRI"
"RW97M","asynch","TRI-90",12,0,"90","TRI"
"RW97M","asynch","TRI-90",13,0,"90","TRI"
"TF614","asynch","TRI-90",1,0,"90","TRI"
"TF614","asynch","TRI-90",2,0,"90","TRI"
"TF614","asynch","TRI-90",3,0,"90","TRI"
"TF614","asynch","TRI-90",4,0,"90","TRI"
"TF614","asynch","TRI-90",5,0,"90","TRI"
"TF614","asynch","TRI-90",6,0,"90","TRI"
"TF614","asynch","TRI-90",7,0,"90","TRI"
"TF614","asynch","TRI-90",8,0,"90","TRI"
"TF614","asynch","TRI-90",9,0,"90","TRI"
"TF614","asynch","TRI-90",10,0,"90","TRI"
"TF614","asynch","TRI-90",11,0,"90","TRI"
"TF614","asynch","TRI-90",12,0,"90","TRI"
"TF614","asynch","TRI-90",13,0,"90","TRI"
"4TALN","asynch","TRI-90",1,0,"90","TRI"
"4TALN","asynch","TRI-90",2,0,"90","TRI"
"4TALN","asynch","TRI-90",3,0,"90","TRI"
"4TALN","asynch","TRI-90",4,0,"90","TRI"
"4TALN","asynch","TRI-90",5,0,"90","TRI"
"4TALN","asynch","TRI-90",6,0,"90","TRI"
"4TALN","asynch","TRI-90",7,0,"90","TRI"
"4TALN","asynch","TRI-90",8,0,"90","TRI"
"4TALN","asynch","TRI-90",9,0,"90","TRI"
"4TALN","asynch","TRI-90",10,0,"90","TRI"
"4TALN","asynch","TRI-90",11,0,"90","TRI"
"4TALN","asynch","TRI-90",12,0,"90","TRI"
"4TALN","asynch","TRI-90",13,0,"90","TRI"
"MYWDQ","asynch","TRI-90",1,0,"90","TRI"
"MYWDQ","asynch","TRI-90",2,1,"90","TRI"
"MYWDQ","asynch","TRI-90",3,1,"90","TRI"
"MYWDQ","asynch","TRI-90",4,2,"90","TRI"
"MYWDQ","asynch","TRI-90",5,2,"90","TRI"
