"subject","condition","term","mode","q","response","question"
"A2YFF","11111","winter22","asynch",16,"Looking at the x-axis for time, find the 12pm marker then whichever shifts line up to that 12pm marker are the ones that start at 12pm.","Please describe how to determine what event(s) start at 12pm?"
"7OSP4","11111","winter22","asynch",16,"I can see it form the chart","Please describe how to determine what event(s) start at 12pm?"
"J2AV9","11111","winter22","asynch",16,"Check to see which events fall over the 12PM time slot","Please describe how to determine what event(s) start at 12pm?"
"TDN6D","11111","winter22","asynch",16,"The points that line up with 12 pm on the x axis","Please describe how to determine what event(s) start at 12pm?"
"LDO4C","11111","winter22","asynch",16,"Look at the x axis to see which dots are at the x axis meaning which ones start at 12
","Please describe how to determine what event(s) start at 12pm?"
"JX5XC","11111","winter22","asynch",16,"m","Please describe how to determine what event(s) start at 12pm?"
"E7OZO","11111","winter22","asynch",16,"I look at the graph an find the two letters that are plotted above 12pm.","Please describe how to determine what event(s) start at 12pm?"
"MWN89","11111","winter22","asynch",16,"Look at which plots are on the 12pm mark on the x-axis","Please describe how to determine what event(s) start at 12pm?"
"O95ZG","11111","winter22","asynch",16,"LOOKING AT THE X AXIS","Please describe how to determine what event(s) start at 12pm?"
"KBAV1","11111","winter22","asynch",16,"All the dots where x equals 12pm","Please describe how to determine what event(s) start at 12pm?"
"T285G","11111","winter22","asynch",16,"By looking at the X axis you can see what events start at what time ","Please describe how to determine what event(s) start at 12pm?"
"WFBRO","11111","winter22","asynch",16,"You locate the 12pm on the x-axis","Please describe how to determine what event(s) start at 12pm?"
"F2HMB","11111","winter22","asynch",16,"The ones that meet at the end of the graph
","Please describe how to determine what event(s) start at 12pm?"
"OV9W3","11111","winter22","asynch",16,"find 12pm at the x-axis and imagine a vertical straight line extending from that point and find what is on that line","Please describe how to determine what event(s) start at 12pm?"
"9XBWA","11111","winter22","asynch",16,"We can determine by looking at the graph","Please describe how to determine what event(s) start at 12pm?"
"HMOWY","11111","winter22","asynch",16,"look at the dots that are on the 12pm (X-AXIS)","Please describe how to determine what event(s) start at 12pm?"
"7D8TQ","11111","winter22","asynch",16,"look at x-axis and whatever point is at 12pm","Please describe how to determine what event(s) start at 12pm?"
"JPGBL","11111","winter22","asynch",16,"I look at the diagonal line to the right of 12.","Please describe how to determine what event(s) start at 12pm?"
"UXMYT","11111","winter22","asynch",16,"look at the points at 12pm","Please describe how to determine what event(s) start at 12pm?"
"FRBN1","11111","winter22","asynch",16,"lOOK AT THE X AXIS AND GO UPWARDS","Please describe how to determine what event(s) start at 12pm?"
"XCEL0","11111","winter22","asynch",16,"look at 12 pm on x axis and see if there are dots along that line ","Please describe how to determine what event(s) start at 12pm?"
"AQ3YT","11111","winter22","asynch",16,"Look at the bottom axis and follow up the pyramid
","Please describe how to determine what event(s) start at 12pm?"
"7JFQ2","11111","winter22","asynch",16,"looking at graph","Please describe how to determine what event(s) start at 12pm?"
"677KV","11111","winter22","asynch",16,"On the Y-axis (horizontal), find 12 PM, and any shift which is directly above 12 PM starts at that time.","Please describe how to determine what event(s) start at 12pm?"
"B2TOQ","11111","winter22","asynch",16,"Both b and f start.","Please describe how to determine what event(s) start at 12pm?"
"53Z66","11111","winter22","asynch",16,"Look at start and end time at 12pm","Please describe how to determine what event(s) start at 12pm?"
"Q0QCR","11111","winter22","asynch",16,"See the x-axis (Start and End Time)","Please describe how to determine what event(s) start at 12pm?"
"UCULR","11111","winter22","asynch",16,"B, f","Please describe how to determine what event(s) start at 12pm?"
"FVVX3","11111","winter22","asynch",16,"Look at the X-axis at 12pm and go up","Please describe how to determine what event(s) start at 12pm?"
