"subject","condition","pretty_condition","study","term","mode","gender","age","language","schoolyear","country","effort","difficulty","confidence","enjoyment","other","disability","totaltime_m","violations","browser","width","height","ROTATION","SHAPE"
"VH5OY","11311331","TRI-90","SGC4C","summer22","asynch","Female",22,"English",NA,"United States of America","I tried my best on each question","4","3","5","","No",13.5110666666667,"1","chrome","1440","789","90","TRI"
"3ZSFP","11311221","TRI-45","SGC4C","summer22","asynch","Female",26,"English",NA,"United States","I tried my best on each question","4","4","3","","",17.3574833333333,"3","chrome","1504","860","45","TRI"
"6FKSW","11311221","TRI-45","SGC4C","summer22","asynch","Other-Not Listed",22,"English",NA,"The United States","I tried my best on each question","4","3","2","","",9.3788,"1","chrome","1600","757","45","TRI"
"6DSH8","11111221","ORTH-45","SGC4C","summer22","asynch","Male",20,"English",NA,"United States","I tried my best on most questions","4","3","2","This was hard. Umm to answer the question, nothing though. ","No",11.37525,"1","chrome","1536","714","45","ORTH"
"GV92N","111112","ORTH-45","SGC4C","summer22","asynch","Female",69,"English",NA,"usa","I tried my best on each question","4","3","3","I spent most of the time with my head tilted in order to get a clear line of sight on the data, almost resorted to using a straight edge to line up the intersections so could see where data aligned.  Would not find that particular chart useful.  ","none",20.2498,"1","chrome","1600","757","45","ORTH"
"3P0OG","11311331","TRI-90","SGC4C","summer22","asynch","Male",33,"English",NA,"United States","I tried my best on each question","4","1","4","It was thought provoking.","",12.0571833333333,"2","chrome","1920","969","90","TRI"
"BYKF0","111","ORTH-0","SGC3A","fall21","asynch","Female",20,"Other","Second","turkey","NULL","NULL","NULL","NULL","NULL","NULL",11.4661,"NULL","NULL","NULL","NULL","0","ORTH"
"Y0MZ6","111","ORTH-0","SGC3A","fall21","asynch","Female",27,"English","Fourth","Vietnam","NULL","NULL","NULL","NULL","NULL","NULL",13.4351666666667,"NULL","NULL","NULL","NULL","0","ORTH"
"194UU","111","ORTH-0","SGC3A","fall21","asynch","Male",21,"English","Other","United States of America\nUnited States of America","NULL","NULL","NULL","NULL","NULL","NULL",20.2448333333333,"NULL","NULL","NULL","NULL","0","ORTH"
"SGTQJ","111","ORTH-0","SGC3A","fall21","asynch","Female",20,"English","Third","USA","NULL","NULL","NULL","NULL","NULL","NULL",7.77763333333333,"NULL","NULL","NULL","NULL","0","ORTH"
"UQTQ6","111","ORTH-0","SGC3A","fall21","asynch","Female",21,"English","Fourth","USA","NULL","NULL","NULL","NULL","NULL","NULL",9.58145,"NULL","NULL","NULL","NULL","0","ORTH"
"N34B6","111","ORTH-0","SGC3A","fall21","asynch","Female",20,"English","Third","usa","NULL","NULL","NULL","NULL","NULL","NULL",14.21545,"NULL","NULL","NULL","NULL","0","ORTH"
"X8P7E","111","ORTH-0","SGC3A","fall21","asynch","Male",20,"English","Third","USA","NULL","NULL","NULL","NULL","NULL","NULL",8.35585,"NULL","NULL","NULL","NULL","0","ORTH"
"A9JCU","111","ORTH-0","SGC3A","fall21","asynch","Male",18,"English","Second","USA","NULL","NULL","NULL","NULL","NULL","NULL",10.7825,"NULL","NULL","NULL","NULL","0","ORTH"
"3PADQ","111","ORTH-0","SGC3A","fall21","asynch","Female",22,"Other","Fourth","USA","NULL","NULL","NULL","NULL","NULL","NULL",21.9320166666667,"NULL","NULL","NULL","NULL","0","ORTH"
"PY424","111","ORTH-0","SGC3A","fall21","asynch","Female",20,"English","Third","united states of america","NULL","NULL","NULL","NULL","NULL","NULL",12.0660166666667,"NULL","NULL","NULL","NULL","0","ORTH"
"KXRFL","111","ORTH-0","SGC3A","fall21","asynch","Male",21,"English","Fourth","United States of America","NULL","NULL","NULL","NULL","NULL","NULL",17.2675833333333,"NULL","NULL","NULL","NULL","0","ORTH"
"7METL","111","ORTH-0","SGC3A","fall21","asynch","Female",19,"English","Second","India","NULL","NULL","NULL","NULL","NULL","NULL",5.50298333333333,"NULL","NULL","NULL","NULL","0","ORTH"
"Z461O","111","ORTH-0","SGC3A","fall21","asynch","Female",21,"English","Fourth","United States","NULL","NULL","NULL","NULL","NULL","NULL",10.9450333333333,"NULL","NULL","NULL","NULL","0","ORTH"
"FDRWD","111","ORTH-0","SGC3A","fall21","asynch","Male",19,"English","Second","United States","NULL","NULL","NULL","NULL","NULL","NULL",15.3750833333333,"NULL","NULL","NULL","NULL","0","ORTH"
"776UX","111","ORTH-0","SGC3A","fall21","asynch","Female",20,"English","Third","United states","NULL","NULL","NULL","NULL","NULL","NULL",27.4013666666667,"NULL","NULL","NULL","NULL","0","ORTH"
"98R7E","111","ORTH-0","SGC3A","fall21","asynch","Female",20,"Spanish","Third","United States of America","NULL","NULL","NULL","NULL","NULL","NULL",12.8169333333333,"NULL","NULL","NULL","NULL","0","ORTH"
"F4XPD","111","ORTH-0","SGC3A","fall21","asynch","Male",20,"English","Third","United States","NULL","NULL","NULL","NULL","NULL","NULL",9.4601,"NULL","NULL","NULL","NULL","0","ORTH"
"77SKE","111","ORTH-0","SGC3A","fall21","asynch","Female",20,"English","Second","United States","NULL","NULL","NULL","NULL","NULL","NULL",11.85675,"NULL","NULL","NULL","NULL","0","ORTH"
"431GR","111","ORTH-0","SGC3A","fall21","asynch","Female",18,"English","First","United States","NULL","NULL","NULL","NULL","NULL","NULL",9.29108333333333,"NULL","NULL","NULL","NULL","0","ORTH"
"TD0NU","111","ORTH-0","SGC3A","fall21","asynch","Female",21,"English","Fourth","United States","NULL","NULL","NULL","NULL","NULL","NULL",9.74518333333333,"NULL","NULL","NULL","NULL","0","ORTH"
"WYZCU","111","ORTH-0","SGC3A","fall21","asynch","Male",31,"Other","Fourth","United States","NULL","NULL","NULL","NULL","NULL","NULL",8.0204,"NULL","NULL","NULL","NULL","0","ORTH"
"STJP3","111","ORTH-0","SGC3A","fall21","asynch","Male",21,"English","Fourth","USA","NULL","NULL","NULL","NULL","NULL","NULL",9.24343333333333,"NULL","NULL","NULL","NULL","0","ORTH"
"S8NY4","111","ORTH-0","SGC3A","fall21","asynch","Male",22,"Other","Fourth","China","NULL","NULL","NULL","NULL","NULL","NULL",10.8955333333333,"NULL","NULL","NULL","NULL","0","ORTH"
"K7HM9","111","ORTH-0","SGC3A","fall21","asynch","Male",18,"English","First","United States","NULL","NULL","NULL","NULL","NULL","NULL",34.0028166666667,"NULL","NULL","NULL","NULL","0","ORTH"
"YUWCZ","111","ORTH-0","SGC3A","fall21","asynch","Female",22,"Spanish","Fourth","United States","NULL","NULL","NULL","NULL","NULL","NULL",13.9005166666667,"NULL","NULL","NULL","NULL","0","ORTH"
"LPY8N","111","ORTH-0","SGC3A","fall21","asynch","Female",19,"English","Second","United States","NULL","NULL","NULL","NULL","NULL","NULL",10.41,"NULL","NULL","NULL","NULL","0","ORTH"
"KNH2B","111","ORTH-0","SGC3A","fall21","asynch","Female",19,"English","Second","United States","NULL","NULL","NULL","NULL","NULL","NULL",15.5118666666667,"NULL","NULL","NULL","NULL","0","ORTH"
"GB4TH","111","ORTH-0","SGC3A","fall21","asynch","Female",21,"English","Fourth","USA","NULL","NULL","NULL","NULL","NULL","NULL",7.30663333333333,"NULL","NULL","NULL","NULL","0","ORTH"
"UN6MT","111","ORTH-0","SGC3A","fall21","asynch","Male",21,"English","Third","United States of America","NULL","NULL","NULL","NULL","NULL","NULL",10.73695,"NULL","NULL","NULL","NULL","0","ORTH"
"WWMDF","111","ORTH-0","SGC3A","fall21","asynch","Male",25,"English","Third","\nUnited States","NULL","NULL","NULL","NULL","NULL","NULL",13.97255,"NULL","NULL","NULL","NULL","0","ORTH"
"PQA54","111","ORTH-0","SGC3A","fall21","asynch","Female",21,"Spanish","Fourth","United States","NULL","NULL","NULL","NULL","NULL","NULL",15.4638333333333,"NULL","NULL","NULL","NULL","0","ORTH"
"SG6TQ","111","ORTH-0","SGC3A","fall21","asynch","Male",21,"Other","Third","Vietnam","NULL","NULL","NULL","NULL","NULL","NULL",10.1454666666667,"NULL","NULL","NULL","NULL","0","ORTH"
"9S5Z0","111","ORTH-0","SGC3A","fall21","asynch","Male",23,"Other","Fourth","USA","NULL","NULL","NULL","NULL","NULL","NULL",23.40185,"NULL","NULL","NULL","NULL","0","ORTH"
"EA6YH","111","ORTH-0","SGC3A","fall21","asynch","Female",20,"English","Third","USA","NULL","NULL","NULL","NULL","NULL","NULL",14.35875,"NULL","NULL","NULL","NULL","0","ORTH"
"8BB1M","111","ORTH-0","SGC3A","fall21","asynch","Female",18,"English","First","USA","NULL","NULL","NULL","NULL","NULL","NULL",11.8747833333333,"NULL","NULL","NULL","NULL","0","ORTH"
"OHLRP","111","ORTH-0","SGC3A","fall21","asynch","Female",24,"English","Third","us","NULL","NULL","NULL","NULL","NULL","NULL",8.16703333333333,"NULL","NULL","NULL","NULL","0","ORTH"
"XCK4Q","111","ORTH-0","SGC3A","fall21","asynch","Female",21,"English","Fourth","US","NULL","NULL","NULL","NULL","NULL","NULL",8.58988333333333,"NULL","NULL","NULL","NULL","0","ORTH"
"K5PDZ","111","ORTH-0","SGC3A","fall21","asynch","Other",20,"English","Third","United States","NULL","NULL","NULL","NULL","NULL","NULL",8.45565,"NULL","NULL","NULL","NULL","0","ORTH"
"BK0TH","111","ORTH-0","SGC3A","fall21","asynch","Male",20,"Mandarin or Cantonese","Second","China","NULL","NULL","NULL","NULL","NULL","NULL",10.3078666666667,"NULL","NULL","NULL","NULL","0","ORTH"
"E6KMK","111","ORTH-0","SGC3A","fall21","asynch","Female",25,"Spanish","Fifth","Mexico","NULL","NULL","NULL","NULL","NULL","NULL",25.9779666666667,"NULL","NULL","NULL","NULL","0","ORTH"
"EZ7J5","111","ORTH-0","SGC3A","fall21","asynch","Male",25,"English","Fifth","United States","NULL","NULL","NULL","NULL","NULL","NULL",9.73481666666667,"NULL","NULL","NULL","NULL","0","ORTH"
"LAZ3T","111","ORTH-0","SGC3A","fall21","asynch","Female",18,"Other","First","USA","NULL","NULL","NULL","NULL","NULL","NULL",12.27405,"NULL","NULL","NULL","NULL","0","ORTH"
"0F1A8","111","ORTH-0","SGC3A","fall21","asynch","Female",21,"Other","Fourth","Iraq","NULL","NULL","NULL","NULL","NULL","NULL",13.58045,"NULL","NULL","NULL","NULL","0","ORTH"
"M9WY5","111","ORTH-0","SGC3A","fall21","asynch","Female",20,"English","Third","USA","NULL","NULL","NULL","NULL","NULL","NULL",16.5263166666667,"NULL","NULL","NULL","NULL","0","ORTH"
"N5NRY","111","ORTH-0","SGC3A","fall21","asynch","Female",21,"English","Fourth","United States","NULL","NULL","NULL","NULL","NULL","NULL",11.3245833333333,"NULL","NULL","NULL","NULL","0","ORTH"
"DGJQ3","111","ORTH-0","SGC3A","fall21","asynch","Female",21,"English","Fourth","United States\nUnited States","NULL","NULL","NULL","NULL","NULL","NULL",4.81588333333333,"NULL","NULL","NULL","NULL","0","ORTH"
"VRHYF","111","ORTH-0","SGC3A","fall21","asynch","Male",19,"English","Second","United States of America","NULL","NULL","NULL","NULL","NULL","NULL",5.3667,"NULL","NULL","NULL","NULL","0","ORTH"
"PFFEV","111","ORTH-0","SGC3A","fall21","asynch","Female",19,"Other","Third","France","NULL","NULL","NULL","NULL","NULL","NULL",17.2959333333333,"NULL","NULL","NULL","NULL","0","ORTH"
"YK2A6","111","ORTH-0","SGC3A","fall21","asynch","Female",20,"English","Third","usa\n","NULL","NULL","NULL","NULL","NULL","NULL",5.93431666666667,"NULL","NULL","NULL","NULL","0","ORTH"
"XV7KZ","111","ORTH-0","SGC3A","fall21","asynch","Female",20,"English","Third","United States of America","NULL","NULL","NULL","NULL","NULL","NULL",8.55011666666667,"NULL","NULL","NULL","NULL","0","ORTH"
"XG38D","111","ORTH-0","SGC3A","fall21","asynch","Female",20,"English","Third","United States","NULL","NULL","NULL","NULL","NULL","NULL",10.69075,"NULL","NULL","NULL","NULL","0","ORTH"
"694WT","111","ORTH-0","SGC3A","fall21","asynch","Female",20,"Mandarin or Cantonese","Third","Taiwan","NULL","NULL","NULL","NULL","NULL","NULL",29.49675,"NULL","NULL","NULL","NULL","0","ORTH"
"8V8HJ","111","ORTH-0","SGC3A","fall21","asynch","Female",19,"Spanish","Second","U.S.A","NULL","NULL","NULL","NULL","NULL","NULL",11.4741,"NULL","NULL","NULL","NULL","0","ORTH"
"OFOB1","111","ORTH-0","SGC3A","fall21","asynch","Female",18,"English","First","USA","NULL","NULL","NULL","NULL","NULL","NULL",12.4905,"NULL","NULL","NULL","NULL","0","ORTH"
"SV1K5","111","ORTH-0","SGC3A","fall21","asynch","Male",21,"English","Third","United States","NULL","NULL","NULL","NULL","NULL","NULL",9.34288333333333,"NULL","NULL","NULL","NULL","0","ORTH"
"QADB9","111","ORTH-0","SGC3A","fall21","asynch","Female",18,"Other","First","Philippines","NULL","NULL","NULL","NULL","NULL","NULL",19.4511666666667,"NULL","NULL","NULL","NULL","0","ORTH"
"7BV0L","111","ORTH-0","SGC3A","fall21","asynch","Male",21,"English","Fourth","USA","NULL","NULL","NULL","NULL","NULL","NULL",12.59305,"NULL","NULL","NULL","NULL","0","ORTH"
"WB4HC","111","ORTH-0","SGC3A","fall21","asynch","Male",18,"Mandarin or Cantonese","First","United States","NULL","NULL","NULL","NULL","NULL","NULL",20.8847333333333,"NULL","NULL","NULL","NULL","0","ORTH"
"DMUWM","111","ORTH-0","SGC3A","fall21","asynch","Female",24,"Mandarin or Cantonese","Fourth","China","NULL","NULL","NULL","NULL","NULL","NULL",20.466,"NULL","NULL","NULL","NULL","0","ORTH"
"ZL796","111","ORTH-0","SGC3A","fall21","asynch","Female",19,"English","Second","USA","NULL","NULL","NULL","NULL","NULL","NULL",11.5413833333333,"NULL","NULL","NULL","NULL","0","ORTH"
"LNVKO","111","ORTH-0","SGC3A","fall21","asynch","Male",20,"English","Third","USA","NULL","NULL","NULL","NULL","NULL","NULL",8.52238333333333,"NULL","NULL","NULL","NULL","0","ORTH"
"U820R","111","ORTH-0","SGC3A","fall21","asynch","Female",20,"English","Third","USA","NULL","NULL","NULL","NULL","NULL","NULL",13.89985,"NULL","NULL","NULL","NULL","0","ORTH"
"ZZNSP","111","ORTH-0","SGC3A","fall21","asynch","Male",25,"English","Fourth","US","NULL","NULL","NULL","NULL","NULL","NULL",18.91005,"NULL","NULL","NULL","NULL","0","ORTH"
"KEMWH","111","ORTH-0","SGC3A","fall21","asynch","Female",20,"Other","Third","Iran","NULL","NULL","NULL","NULL","NULL","NULL",8.23086666666667,"NULL","NULL","NULL","NULL","0","ORTH"
"2CZP7","111","ORTH-0","SGC3A","fall21","asynch","Female",19,"English","Second","Untied States of America","NULL","NULL","NULL","NULL","NULL","NULL",19.0795833333333,"NULL","NULL","NULL","NULL","0","ORTH"
"F86ZM","111","ORTH-0","SGC3A","fall21","asynch","Female",19,"Mandarin or Cantonese","Second","China","NULL","NULL","NULL","NULL","NULL","NULL",12.3259333333333,"NULL","NULL","NULL","NULL","0","ORTH"
"XOZJ7","111","ORTH-0","SGC3A","fall21","asynch","Female",22,"Other","Fifth","Morocco","NULL","NULL","NULL","NULL","NULL","NULL",7.70293333333333,"NULL","NULL","NULL","NULL","0","ORTH"
"GY85V","111","ORTH-0","SGC3A","fall21","asynch","Male",21,"English","Fourth","US","NULL","NULL","NULL","NULL","NULL","NULL",13.9180166666667,"NULL","NULL","NULL","NULL","0","ORTH"
"083AY","113","TRI-0","SGC4D","winter22","asynch","Female",21,"X-Other","Fourth","U.S. ","I tried my best on most questions","3","3","2","","no",12.2249833333333,"1","chrome","1440","732","0","TRI"
"RC56M","113","TRI-0","SGC4D","winter22","asynch","Female",20,"English","Second","United States","I tried my best on each question","5","1","3","","",11.4406333333333,"1","chrome","1680","939","0","TRI"
"7LZSC","113","TRI-0","SGC4D","winter22","asynch","Male",22,"English","Fourth","United States","I tried my best on each question","4","3","5","The graph was in a very interesting format. I did not understand how to read the data plotted by this unique graph until about 1/3 through.","",29.3514,"3","chrome","1920","969","0","TRI"
"4B6X2","113","TRI-0","SGC4D","winter22","asynch","Male",18,"English","First","USA","I tried my best on most questions","3","3","4","Sometimes the task felt really dull and not too engaging.","NA",15.7682,"2","chrome","1920","975","0","TRI"
"WDBTE","113","TRI-0","SGC4D","winter22","asynch","Female",19,"Spanish","Second","United States","I tried my best on each question","3","3","5","","",8.91781666666667,"1.5","chrome","1440","821","0","TRI"
"EJOHQ","113","TRI-0","SGC4D","winter22","asynch","Male",21,"English","Fourth","US","I tried my best on each question","4","3","5","","",10.7957666666667,"1","chrome","1422","800","0","TRI"
"L1F8V","113","TRI-0","SGC4D","winter22","asynch","Female",21,"English","Fourth","United States","I tried my best on each question","4","3","2","the graph was sort of hard to look at for me, all the lines felt like they were. moving and intersecting some","",11.12595,"1","chrome","1440","764","0","TRI"
"HW7XP","113","TRI-0","SGC4D","winter22","asynch","Female",20,"English","Third","Canada","I tried my best on each question","3","4","4","","No",7.75665,"1","chrome","1368","769","0","TRI"
"U9386","113","TRI-0","SGC4D","winter22","asynch","Female",18,"English","First","USA","I tried my best on each question","4","3","2","","no",13.53355,"1","chrome","1440","789","0","TRI"
"O3FRB","113","TRI-0","SGC4D","winter22","asynch","Female",21,"Korean","Third","Korea","I tried my best on each question","1","4","5","I accidently didn't press one thing on one question (don't remember the exact question, but it was asking what shift(s) were in the condition and I only pressed one) ","",5.74901666666667,"1","chrome","1438","687","0","TRI"
"ZP1H3","113","TRI-0","SGC4D","winter22","asynch","Female",21,"Spanish","Third","us","I tried my best on most questions","4","3","3","","",8.98795,"1","chrome","1280","689","0","TRI"
"O22H1","113","TRI-0","SGC4D","winter22","asynch","Female",20,"English","Third","United States","I tried my best on most questions","2","5","1","","",4.21043333333333,"1","chrome","1920","896","0","TRI"
"X96N8","113","TRI-0","SGC4D","winter22","asynch","Male",37,"English","Third","United States","I tried my best on each question","3","2","2","It was ok","No",5.92116666666667,"2","chrome","1440","789","0","TRI"
"WVFVS","113","TRI-0","SGC4D","winter22","asynch","Female",21,"English","Fourth","United States","I tried my best on each question","4","5","5","N/A","I have ADHD.",6.64438333333333,"1","chrome","1440","789","0","TRI"
"WA4UC","113","TRI-0","SGC4D","winter22","asynch","Female",22,"English","Fourth","United States","I tried my best on each question","2","4","3","","N/A",21.0459666666667,"1","chrome","1367","695","0","TRI"
"20LM4","113","TRI-0","SGC4D","winter22","asynch","Male",22,"English","Fourth","USA","I tried my best on each question","4","4","2","","No",13.8327833333333,"2","chrome","1920","937","0","TRI"
"GE074","113","TRI-0","SGC4D","winter22","asynch","Female",22,"English","Fourth","USA","I tried my best on each question","1","5","5","there was one question where i miss-clicked!","no",7.11766666666667,"1","chrome","1293","720","0","TRI"
"EK80Y","113","TRI-0","SGC4D","winter22","asynch","Female",22,"English","Fourth","United States","I tried my best on each question","3","3","5","","n/a",23.4908,"1","chrome","1440","721","0","TRI"
"2Q16G","113","TRI-0","SGC4D","winter22","asynch","Female",20,"English","Third","United States","I tried my best on most questions","4","2","2","This graph hurts my brain","no",15.2078833333333,"1","chrome","1194","710","0","TRI"
"CSJL3","113","TRI-0","SGC4D","winter22","asynch","Female",19,"English","Second","USA","I tried my best on most questions","3","3","4","Interesting wording, was confused at times by what the question was asking. ","No",8.64423333333333,"2","chrome","1440","821","0","TRI"
"7116F","113","TRI-0","SGC4D","winter22","asynch","Female",18,"English","First","United States","I tried my best on most questions","3","2","3","","",10.35535,"1","chrome","1536","722","0","TRI"
"0L78J","113","TRI-0","SGC4D","winter22","asynch","Female",22,"X-Other","Third","America","I tried my best on each question","4","2","3","","",18.5825666666667,"1","chrome","1440","735","0","TRI"
"3UG8D","113","TRI-0","SGC4D","winter22","asynch","Female",19,"English","Second","United States","I tried my best on most questions","2","3","3","","",19.8237,"1","chrome","1440","821","0","TRI"
"2PQSA","113","TRI-0","SGC4D","winter22","asynch","Male",18,"English","First","United States","I tried my best on each question","3","4","2","","",8.4372,"3","chrome","1920","961","0","TRI"
"CKA0U","113","TRI-0","SGC4D","winter22","asynch","Male",21,"English","Third","United States","I tried my best on each question","2","5","3","","",9.04665,"1","chrome","1920","979","0","TRI"
"WYEDM","113","TRI-0","SGC4D","winter22","asynch","Female",21,"French","Third","United States","I tried my best on each question","4","3","5","I found it very hard to keep focus, my attention span while being stuck in quarantine has been greatly affected. ","no",15.455,"1","chrome","1440","843","0","TRI"
"5012K","113","TRI-0","SGC4D","winter22","asynch","Female",18,"English","First","United States","I tried my best on most questions","4","2","4","","No.",11.05535,"1","chrome","1440","789","0","TRI"
"U2F64","113","TRI-0","SGC4D","winter22","asynch","Male",20,"English","Third","United States","I tried my best on each question","3","4","3","","",13.0013833333333,"1","chrome","1440","702","0","TRI"
"702QC","113","TRI-0","SGC4D","winter22","asynch","Male",21,"English","Fourth","US","I tried my best on most questions","2","3","2","","",4.06988333333333,"1","chrome","1440","764","0","TRI"
"JJ8JL","113","TRI-0","SGC4D","winter22","asynch","Female",20,"English","Second","United States","I tried my best on each question","2","4","5","","",10.1815666666667,"2","chrome","1440","705","0","TRI"
"RT8OF","113","TRI-0","SGC4D","winter22","asynch","Male",20,"English","Third","USA","I tried my best on each question","5","2","1","","",6.89321666666667,"1","chrome","1920","937","0","TRI"
"1S6DV","113","TRI-0","SGC4D","winter22","asynch","Male",19,"English","Second","United States","I tried my best on each question","3","3","3","","",13.9875666666667,"1","chrome","1366","768","0","TRI"
"PKTN1","113","TRI-0","SGC4D","winter22","asynch","Female",19,"English","Fourth","United States","I tried my best on most questions","4","3","4","Start times were extremely easy. But when it came to half breaks, I was having difficulty with all the different points on the graph.","No",11.1346,"1","chrome","1440","730","0","TRI"
"AOTXC","113","TRI-0","SGC4D","winter22","asynch","Other-Not Listed",21,"English","Fourth","USA","I tried my best on most questions","4","3","3","","",6.74275,"1.5","chrome","1920","969","0","TRI"
"N3APK","113","TRI-0","SGC4D","winter22","asynch","Female",21,"X-Other","Third","USA","I tried my best on each question","4","3","4","","no",11.5583833333333,"2","chrome","1440","821","0","TRI"
"Q77EC","113","TRI-0","SGC4D","winter22","asynch","Female",20,"Spanish","Third","United States","I tried my best on each question","3","3","4","The fact that the bottom said start and end time was confusing. ","No",11.29625,"1","chrome","1280","800","0","TRI"
"WVWN4","113","TRI-0","SGC4D","winter22","asynch","Female",20,"English","Third","United States","I tried my best on each question","4","4","1","","",9.95525,"1","chrome","1920","896","0","TRI"
"EMDA3","113","TRI-0","SGC4D","winter22","asynch","Female",18,"English","First","United States","I tried my best on most questions","4","3","3","","",12.8286666666667,"1","chrome","1440","789","0","TRI"
"8DH5Q","113","TRI-0","SGC4D","winter22","asynch","Female",22,"English","Fourth","U.S.","I tried my best on each question","2","3","3","","No",12.0233833333333,"1","chrome","1349","738","0","TRI"
"NUUUY","113","TRI-0","SGC4D","winter22","asynch","Female",21,"Spanish","Third","United States","I tried my best on each question","2","4","3","","I have ADHD I dont know if it influenced the task though",17.4618,"1","chrome","2400","1211","0","TRI"
"NTBWZ","113","TRI-0","SGC4D","winter22","asynch","Female",19,"English","Second","United States","I tried my best on each question","2","4","4","","NA",10.7905666666667,"1","chrome","1186","737","0","TRI"
"100LQ","113","TRI-0","SGC4D","winter22","asynch","Female",18,"English","Second","United States","I tried my best on each question","4","2","2","","No",13.1387333333333,"1","chrome","1440","696","0","TRI"
"SQZ9U","113","TRI-0","SGC4D","winter22","asynch","Male",22,"English","Fourth","United States","I tried my best on each question","4","3","3","Nothing","ADHD",9.3448,"1","chrome","1792","984","0","TRI"
"8V2SA","113","TRI-0","SGC4D","winter22","asynch","Female",19,"English","Second","US","I tried my best on each question","2","4","5","","no",8.30923333333333,"1","chrome","1440","821","0","TRI"
"1AHKL","113","TRI-0","SGC4D","winter22","asynch","Female",20,"Spanish","Third","United States","I tried my best on each question","2","4","5","","",9.06335,"2","chrome","1256","692","0","TRI"
"LR3G1","113","TRI-0","SGC4D","winter22","asynch","Male",21,"English","Fourth","United Statesa","I tried my best on each question","2","3","3","","",38.5193166666667,"3","chrome","1504","852","0","TRI"
"URF3W","113","TRI-0","SGC4D","winter22","asynch","Male",20,"English","Third","United States","I tried my best on each question","2","4","4","I may have performed a similar study last year, with the same graphs ","",8.93021666666667,"2","chrome","1855","977","0","TRI"
"K27WV","113","TRI-0","SGC4D","winter22","asynch","Female",19,"Korean","Second","United States","I tried my best on each question","3","4","5","I was first lost when looking at the chart and am still not sure if I am looking at it the right way. ","no",9.5758,"1","chrome","1440","821","0","TRI"
"JKMRO","113","TRI-0","SGC4D","winter22","asynch","Female",21,"English","Fourth","United States","I tried my best on each question","4","3","2","The triangle graph was kind of hard to read","No",7.62771666666667,"1","chrome","1280","689","0","TRI"
"HP1U2","113","TRI-0","SGC4D","winter22","asynch","Female",21,"English","Fourth","United States of America","I tried my best on each question","2","4","3","At first I didn't understand how to read the graph, but as I went on I figured it out","nope",18.4661333333333,"2","chrome","1536","713","0","TRI"
"HLER6","113","TRI-0","SGC4D","winter22","asynch","Male",20,"English","Third","United States","I tried my best on each question","1","5","2","","",12.0437833333333,"1","chrome","1440","743","0","TRI"
"5380A","113","TRI-0","SGC4D","winter22","asynch","Male",19,"English","Second","United States","I tried my best on each question","1","4","4","N/A","None",12.8113166666667,"1","chrome","1440","821","0","TRI"
"B57QL","113","TRI-0","SGC4D","winter22","asynch","Male",27,"Arabic",NA,"USA","I tried my best on each question","2","3","3","","NO",4.60528333333333,"1","chrome","1440","725","0","TRI"
"CC9FZ","113","TRI-0","SGC4D","winter22","asynch","Female",21,"X-Other","Third","usa","I tried my best on most questions","3","4","2","color code maybe?","Dyslexia and ADHD",11.6154833333333,"1","chrome","1368","801","0","TRI"
"0BTAJ","113","TRI-0","SGC4D","winter22","asynch","Female",21,"English","Fourth","USA","I tried my best on most questions","4","4","3","","nO",6.33011666666667,"1","chrome","1440","764","0","TRI"
"67XMW","113","TRI-0","SGC4D","winter22","asynch","Female",21,"English","Fourth","USA","I tried my best on most questions","3","2","3","","",5.98255,"1","chrome","1440","698","0","TRI"
"1L782","113","TRI-0","SGC4D","winter22","asynch","Female",22,"English","Third","United States","I tried my best on each question","5","2","3","","No",13.7557,"1","chrome","1440","755","0","TRI"
"ZUG5U","113","TRI-0","SGC4D","winter22","asynch","Female",18,"English","First","United States","I tried my best on each question","3","4","2","","No",13.6792833333333,"1","chrome","1399","766","0","TRI"
"E2TEF","113","TRI-0","SGC4D","winter22","asynch","Female",19,"Spanish","Second","United States","I tried my best on most questions","4","4","3","","",28.7414,"2","chrome","1664","967","0","TRI"
"ETFTW","113","TRI-0","SGC4D","winter22","asynch","Male",20,"English","Third","United States","I tried my best on each question","4","2","1","","",16.7339666666667,"1","chrome","1438","697","0","TRI"
"DHOKS","113","TRI-0","SGC4D","winter22","asynch","Female",21,"English","Fourth","U.S.A","I tried my best on each question","5","1","3","","",10.7913333333333,"1","chrome","1440","718","0","TRI"
"LCA8C","113","TRI-0","SGC4D","winter22","asynch","Female",18,"Spanish","First","United States","I tried my best on each question","3","2","4","Reading the graph would be a bit easier if it was formatted differently.","No.",68.9800666666667,"2","chrome","1139","684","0","TRI"
"JAD4Q","113","TRI-0","SGC4D","winter22","asynch","Female",19,"English","Second","USA","I tried my best on each question","4","2","4","","no",9.82248333333333,"1","chrome","1536","710","0","TRI"
"APAMB","113","TRI-0","SGC4D","winter22","asynch","Female",21,"English","Third","USA","I tried my best on each question","2","3","3","","no",15.1600666666667,"1","chrome","1440","821","0","TRI"
"293QB","113","TRI-0","SGC4D","winter22","asynch","Female",23,"Spanish","Fourth","United States","I tried my best on each question","4","3","3","","No",11.7343166666667,"1","chrome","1280","721","0","TRI"
"DY0BB","113","TRI-0","SGC4D","winter22","asynch","Female",23,"English","Fifth","USA","I tried my best on most questions","1","2","2","","",14.8554833333333,"2","chrome","1440","821","0","TRI"
