"subject","study","condition","session","exp_id","sona_id","pool","mode","attn_check","explanation","effort","difficulty","confidence","enjoyment","other","age","country","language","schoolyear","major","gender","disability","browser","width","height","os","starttime","status","term","violations","absolute_score","discriminant_score","tri_score","orth_score","other_score","blank_score","totaltime_m"
"A76MJ","SGC4A","114","wi22sona","2218","42404","sona","asynch","TRUE","I look at the X axis for the asked time and then look straight up from that point to find the the event name.","I tried my best on each question",3,3,4,"",19,"United States","English","First","Math or Computer Sciences","Male","","chrome",1440,729,"Mac OS","2022-03-05T23:33:44.991Z","success","winter22",1,0,-12.25,0,15,0,0,12.6292166666667
"K9W47","SGC4A","115","wi22sona","2218","38314","sona","asynch","TRUE","axis x
","I tried my best on each question",5,2,1,"it hurt my eyes. ",22,"USA","English","Fourth","Biomedical & Health Sciences","Female","no","chrome",1440,764,"Mac OS","2022-03-04T03:21:14.585Z","success","winter22",1,0,-6.91666666666667,1,9,4,0,5.92441666666667
"U4FXL","SGC4A","115","wi22sona","2218","32951","sona","asynch","TRUE","We look at 12 on the x axis and go up and count everything listed there ","I tried my best on each question",2,5,4,"",20,"us","English","Third","Social Sciences (incl. CogSci)","Male","no","chrome",1536,754,"Windows 10","2022-03-01T03:46:17.626Z","success","winter22",1,0,-10.5833333333333,0,13,1,0,5.47726666666667
"UBKOH","SGC4A","114","wi22sona","2217","31988","sona","asynch","TRUE","Find 12pm on X-axis and find points that fall along its Y-axis","I tried my best on each question",2,4,4,"",22,"United States","English","Fourth","Social Sciences (incl. CogSci)","Male","","chrome",1862,918,"Windows 10","2022-03-09T20:10:25.301Z","success","winter22",1,0,-12,0,15,0,0,14.22645
"6G6HE","SGC4A","114","wi22sona","2218","42947","sona","asynch","TRUE","F and B come in at 12pm. Just follow the graph.","I tried my best on each question",3,3,4,"Sometimes the lines on the graph can be confusing.",21,"United States","English","Third","Biomedical & Health Sciences","Female","No","chrome",1440,821,"Mac OS","2022-03-07T20:47:32.119Z","success","winter22",1,0,-7.5,0,9,5,0,11.72605
"1AHKL","SGC4A","113","wi22sona","2218","34564","sona","asynch","TRUE","Go to x axis, look for 12PM, follow arrow that leads out of 12PM to the right and any dot on that line starts at 12PM","I tried my best on each question",2,4,5,"",20,"United States","Spanish","Third","Social Sciences (incl. CogSci)","Female","","chrome",1256,692,"Mac OS","2022-03-03T19:53:04.169Z","success","winter22",2,12,12,15,0,0,0,9.06335
"UMBHH","SGC4A","115","wi22sona","2218","42267","sona","asynch","TRUE","Go to 12pm, and look at the right side of it. Each dot has two lines connected to them. To their left is the start time and to their right is the end time. ","I tried my best on each question",2,5,5,"At first it was difficult to figure out how this graph works because I never encountered it before. It was fun to use though, and I think it is very efficient. ",20,"USA","English","Third","Social Sciences (incl. CogSci)","Female","N/A","chrome",1280,721,"Mac OS","2022-03-02T03:11:41.973Z","success","winter22",1,12,12,15,0,0,0,9.09703333333333
"LR3G1","SGC4A","113","wi22sona","2218","43134","sona","asynch","TRUE","The diagonal axis facing upwards and to the right starting at the 12PM slot indicates a start time of 12PM","I tried my best on each question",2,3,3,"",21,"United Statesa","English","Fourth","Social Sciences (incl. CogSci)","Male","","chrome",1504,852,"Windows 10","2022-03-08T00:15:26.400Z","success","winter22",3,11,10.75,14,0,2,0,38.5193166666667
"OPLBP","SGC4A","114","wi22sona","2218","42868","sona","asynch","TRUE","B and F start","I tried my best on each question",4,3,5,"",18,"United States","English","First","Biomedical & Health Sciences","Male","","chrome",1440,711,"Mac OS","2022-03-03T10:11:08.150Z","success","winter22",1,0,-10.5833333333333,0,13,1,0,13.0115
"URF3W","SGC4A","113","wi22sona","2218","33195","sona","asynch","TRUE","start at 12 at the bottom and follow the right diagonal line. All events that on the line start at 12 pm","I tried my best on each question",2,4,4,"I may have performed a similar study last year, with the same graphs ",20,"United States","English","Third","Math or Computer Sciences","Male","","chrome",1855,977,"Windows 10","2022-03-01T06:13:07.539Z","success","winter22",2,11,10.8333333333333,14,0,2,0,8.93021666666667
"RL17F","SGC4A","115","wi22sona","2218","41178","sona","asynch","TRUE","Based on how many staff members are scheduled to work during 12pm","I tried my best on each question",2,4,4,"",20,"US","English","Third","Social Sciences (incl. CogSci)","Female","No","chrome",1536,746,"Windows 10","2022-03-05T05:35:45.479Z","success","winter22",1,0,-9.33333333333333,0,12,3,0,8.76251666666667
"1TD7F","SGC4A","115","wi22sona","2218","42499","sona","asynch","TRUE","I looked at the time that says 12pm and counted it as the start time. ","I tried my best on each question",4,2,4,"",19,"United States","English","First","Social Sciences (incl. CogSci)","Female","","chrome",1600,722,"Windows 10","2022-02-28T04:19:20.859Z","success","winter22",2,1,-8.58333333333333,1,12,1,0,17.7825666666667
"K27WV","SGC4A","113","wi22sona","2218","36584","sona","asynch","TRUE","If the line starts from 12PM and moves right","I tried my best on each question",3,4,5,"I was first lost when looking at the chart and am still not sure if I am looking at it the right way. ",19,"United States","Korean","Second","Humanities","Female","no","chrome",1440,821,"Mac OS","2022-03-01T12:33:45.912Z","success","winter22",1,8,5.5,11,3,0,0,9.5758
"XHY8Q","SGC4A","115","wi22sona","2218","39195","sona","asynch","TRUE","looking at the x axis, find 12pm and slowly go up looking for any dots on that line. Those dots tell you if a shift will start at that time","I tried my best on each question",3,5,5,"the grid lines used were confusing making it hard to see clearly. Maybe use a regular square grid.",19,"United States","Spanish","Second","Biomedical & Health Sciences","Female","n/a","chrome",1440,689,"Mac OS","2022-03-08T00:37:57.922Z","success","winter22",1,0,-10.25,0,13,3,1,11.5270833333333
"JKMRO","SGC4A","113","wi22sona","2218","27423","sona","asynch","TRUE","Events starting at a certain time will line up with the 12pm on the x-axis at the bottom","I tried my best on each question",4,3,2,"The triangle graph was kind of hard to read",21,"United States","English","Fourth","Biomedical & Health Sciences","Female","No","chrome",1280,689,"Mac OS","2022-03-06T01:52:38.155Z","success","winter22",1,0,-10.4166666666667,0,12,5,0,7.62771666666667
"HP1U2","SGC4A","113","wi22sona","2218","27262","sona","asynch","TRUE","look at the left line that of a letter point and follow it down to 12 pm on the x axis","I tried my best on each question",2,4,3,"At first I didn't understand how to read the graph, but as I went on I figured it out",21,"United States of America","English","Fourth","Social Sciences (incl. CogSci)","Female","nope","chrome",1536,713,"Windows 10","2022-03-04T12:33:32.170Z","success","winter22",2,9,6,12,3,0,0,18.4661333333333
"HLER6","SGC4A","113","wi22sona","2218","34197","sona","asynch","TRUE","Find 12pm on the bottom axis and then travel up the line that goes up and to the right. Any event that is on this line starts at 12pm","I tried my best on each question",1,5,2,"",20,"United States","English","Third","Math or Computer Sciences","Male","","chrome",1440,743,"Mac OS","2022-03-06T02:42:58.781Z","success","winter22",1,12,12,15,0,0,0,12.0437833333333
"5380A","SGC4A","113","wi22sona","2218","43125","sona","asynch","TRUE","By looking at the the horizontal axis, one can see the imaginary vertical line that can split the graph. What ever shifts lie on that line will be the events that lie at 12 pm.","I tried my best on each question",1,4,4,"N/A",19,"United States","English","Second","Engineering","Male","None","chrome",1440,821,"Mac OS","2022-02-28T18:31:25.751Z","success","winter22",1,0,-12,0,15,0,0,12.8113166666667
"J532N","SGC4A","115","wi22sona","2218","26958","sona","asynch","TRUE","F and B start shifts and J ends a shift.","I tried my best on each question",5,3,3,"",21,"United States","English","Fourth","Humanities","Female","","chrome",1440,821,"Mac OS","2022-03-05T05:31:37.429Z","success","winter22",1,0,-9.33333333333333,0,12,4,0,8.1621
"PQBZP","SGC4A","114","wi22sona","2218","41770","sona","asynch","TRUE","follow the letters below 12 pm","I tried my best on each question",4,3,3,"",23,"United States","English","Third","Social Sciences (incl. CogSci)","Female","no","chrome",1440,789,"Mac OS","2022-03-02T06:42:51.602Z","success","winter22",1,1,-4.16666666666667,2,8,6,0,17.8425166666667
"TP8ZS","SGC4A","114","wi22sona","2218","38338","sona","asynch","TRUE","You find 12 pm on the X axis and track which dots lie on the diagonal line that is heading towards the right side. ","I tried my best on each question",1,5,3,"The graph confused me a lot while I was answering the first question but I was able to figure it out pretty quickly.",20,"United States","English","Second","Social Sciences (incl. CogSci)","Female","","chrome",1440,737,"Mac OS","2022-03-05T05:18:25.915Z","success","winter22",1,11,10,14,1,0,0,8.22098333333333
"VTO38","SGC4A","115","wi22sona","2218","43286","sona","asynch","TRUE","Use the x-axis to locate the 12PM mark and follow straight upwards to any points on the invisible line","I tried my best on each question",4,3,5,"The graph was a little confusing because I've never seen a slanted graph before",18,"U.S.","English","First","Social Sciences (incl. CogSci)","Female","","chrome",1920,969,"Windows 10","2022-03-08T05:03:00.891Z","success","winter22",1,0,-11.0833333333333,0,14,1,1,10.0763
"9G8K3","SGC4A","115","wi22sona","2218","39140","sona","asynch","TRUE","Check the dots on the vertical line starting at 12PM","I tried my best on each question",3,4,1,"It is boring",22,"China","Mandarin","Fourth","Social Sciences (incl. CogSci)","Female","no","chrome",1536,722,"Windows 10","2022-03-03T07:35:43.800Z","success","winter22",1,0,-9.41666666666667,1,13,5,0,8.52426666666667
"WB0LF","SGC4A","115","wi22sona","2218","31950","sona","asynch","TRUE","You go to 12 pm on the x-axis and see which events have have an x-coordinate of 12 PM.","I tried my best on each question",3,5,3,"",21,"Myanmar","X-Other","Third","Social Sciences (incl. CogSci)","Male","No.","chrome",1920,969,"Windows 10","2022-03-03T00:46:32.091Z","success","winter22",1.5,0,-12,0,15,0,0,6.44838333333333
"MNF8O","SGC4A","114","wi22sona","2218","42494","sona","asynch","TRUE","I determined what events start at 12pm by seeing what dots on the graph are at 12pm. I determine if a shift ends by seeing the duration of the shift using the duration axis.","I tried my best on most questions",4,2,4,"",18,"United States","English","First","Social Sciences (incl. CogSci)","Male","","chrome",1920,929,"Windows 10","2022-03-01T23:12:15.799Z","success","winter22",2,2,-2.91666666666667,2,7,5,2,13.45265
"B57QL","SGC4A","113","wi22sona","2218","43193","sona","asynch","TRUE","you look at 12pm on the bottom and use the diagonal line and see which points are on it.","I tried my best on each question",2,3,3,"",27,"USA","Arabic","X-OTHER","Social Sciences (incl. CogSci)","Male","NO","chrome",1440,725,"Mac OS","2022-03-06T00:43:31.902Z","success","winter22",1,3,2.08333333333333,4,1,10,0,4.60528333333333
"L3705","SGC4A","114","wi22sona","2218","29398","sona","asynch","TRUE","All events on the right diagonal from 12 pm's position on the chart","I tried my best on each question",3,3,4,"I didn't fully understand how the chart worked until bit in. I think I assumed that both diagonals were start and end times, but I figured it out eventually.",21,"USA","English","Fourth","Social Sciences (incl. CogSci)","Male","ADHD maybe?","chrome",1920,958,"Linux","2022-03-04T05:19:27.953Z","success","winter22",1,10,11.8333333333333,15,0,1,0,10.1385666666667
"82VBY","SGC4A","115","wi22sona","2218","28352","sona","asynch","TRUE","follow x axis to 12pm and look vertically to see which points fall on that line","I tried my best on each question",3,4,4,"differentiating the color of the points/text from the grid would be helpful visually!",22,"United States","English","Fourth","Social Sciences (incl. CogSci)","Female","no","chrome",1439,726,"Mac OS","2022-03-03T23:32:19.025Z","success","winter22",1,0,-12,0,15,0,0,12.5877166666667
"DWK0J","SGC4A","114","wi22sona","2218","43208","sona","asynch","TRUE","Go up from the 12 PM bar at the bottom ","I tried my best on most questions",3,3,3,"I'm bad at math, so the one where it was like ""whos taking a break at 2 ?"" was a bit hard ",20,"United States","English","Third","Natural Sciences","Female","","chrome",1440,789,"Mac OS","2022-03-04T00:49:19.181Z","success","winter22",2.5,0,-10.0833333333333,0,12,1,1,9.64236666666667
"84PZL","SGC4A","115","wi22sona","2218","42307","sona","asynch","TRUE","the dots above the 12pm marker indicate the time. so I look straight up perpendicular to the horizontal axis t the 12p marker to determine which events start at 12pm.","I tried my best on each question",3,4,4,"This was relatively quick and I enjoyed that.",26,"United States","Spanish","X-OTHER","Social Sciences (incl. CogSci)","Female","adhd?","chrome",1504,892,"Windows 10","2022-03-02T08:32:18.271Z","success","winter22",2,0,-10.5833333333333,2,12,13,0,24.7965166666667
"83M4S","SGC4A","114","wi22sona","2218","33447","sona","asynch","TRUE","find 12 pm on the graph. follow the upward diagonal line running from 12. that would be M and L start at 12pm","I tried my best on most questions",4,3,4,"maybe help a little on how to read the graph :( I struggles for the first bit and then started to understand halfway through. Although I suppose that might be your DV",21,"United States","English","Third","Humanities","Female","","chrome",1517,685,"Windows 10","2022-03-04T20:47:36.492Z","success","winter22",1.5,10,9.58333333333333,13,0,4,0,11.9796833333333
"CC9FZ","SGC4A","113","wi22sona","2217","43054","sona","asynch","TRUE","Look at the graph horizontally until you reach 12pm and then look vertically to see what letters line up.","I tried my best on most questions",3,4,2,"color code maybe?",21,"usa","X-Other","Third","Social Sciences (incl. CogSci)","Female","Dyslexia and ADHD","chrome",1368,801,"Windows 10","2022-03-09T19:47:49.917Z","success","winter22",1,0,-7.91666666666667,0,10,5,1,11.6154833333333
"X9OTF","SGC4A","115","wi22sona","2218","41749","sona","asynch","TRUE","At 12pm shifts F and B begin, you determine this by looking at 12pm on the x-axis and going tracking up to which points starts at this time. ","I tried my best on each question",3,5,4,"The graph looked a little confusing at first but when looking at it more and with the questions it was more easily understood ",19,"US","English","Second","Social Sciences (incl. CogSci)","Female","no","chrome",1440,821,"Mac OS","2022-03-07T23:30:02.032Z","success","winter22",2.5,0,-9.33333333333333,1,13,4,0,11.25485
"453NH","SGC4A","115","wi22sona","2218","37817","sona","asynch","TRUE","Look at which dots correspond to the 12pm mark on the x-axis.","I tried my best on each question",2,5,4,"",20,"US","English","Third","Social Sciences (incl. CogSci)","Female","No","chrome",1785,899,"Windows 10","2022-02-28T23:35:18.998Z","success","winter22",1,0,-12,0,15,0,0,13.9997833333333
"0BTAJ","SGC4A","113","wi22sona","2218","27823","sona","asynch","TRUE","follow the line that starts at the 12pm time and has a positive slope","I tried my best on most questions",4,4,3,"",21,"USA","English","Fourth","Social Sciences (incl. CogSci)","Female","nO","chrome",1440,764,"Mac OS","2022-03-03T23:59:57.226Z","success","winter22",1,9,8.5,12,1,6,0,6.33011666666667
"FK309","SGC4A","115","wi22sona","2217","36814","sona","asynch","TRUE","I see where the left line meets at 12pm.","I tried my best on each question",3,4,5,"",19,"United States","Spanish","Second","Humanities","Female","","chrome",1440,821,"Mac OS","2022-03-09T19:45:24.489Z","success","winter22",2,10,10.75,13,0,2,0,5.4286
"A0KN3","SGC4A","114","wi22sona","2217","42964","sona","asynch","TRUE","Either follow the diagonal line or go straight up, this graph is weird","I tried my best on most questions",5,2,1,"i want more context",18,"United States","Spanish","First","Social Sciences (incl. CogSci)","Male","no","chrome",1280,720,"Mac OS","2022-03-09T09:00:48.742Z","success","winter22",1,2,-1.25,3,4,8,1,9.43035
"ETO0B","SGC4A","114","wi22sona","2217","41863","sona","asynch","TRUE","You look at the diagonal lines stemming from that time.","I tried my best on each question",3,4,2,"",29,"United States","English","Third","Social Sciences (incl. CogSci)","Male","NO","chrome",1368,761,"Windows 10","2022-03-09T19:55:18.144Z","success","winter22",2,11,11.9166666666667,15,0,0,0,11.8305166666667
"67XMW","SGC4A","113","wi22sona","2218","35760","sona","asynch","TRUE","look at the x-axis","I tried my best on most questions",3,2,3,"",21,"USA","English","Fourth","Biomedical & Health Sciences","Female","","chrome",1440,698,"Mac OS","2022-03-05T04:39:59.972Z","success","winter22",1,0,-9.33333333333333,0,11,4,0,5.98255
"1L782","SGC4A","113","wi22sona","2218","40472","sona","asynch","TRUE","Find the time slot that says 12 PM on the bottom of the pyramid and find follow it up to shifts B and F ","I tried my best on each question",5,2,3,"",22,"United States","English","Third","Social Sciences (incl. CogSci)","Female","No","chrome",1440,755,"Mac OS","2022-02-28T02:07:38.079Z","success","winter22",1,0,-3.66666666666667,0,4,7,2,13.7557
"ZUG5U","SGC4A","113","wi22sona","2218","42561","sona","asynch","TRUE","Looking at the vertical line x=12(pm), any dot that lies on this line will begin at that 12pm. According to this method, shifts B and F start at 12pm.","I tried my best on each question",3,4,2,"",18,"United States","English","First","Social Sciences (incl. CogSci)","Female","No","chrome",1399,766,"Mac OS","2022-03-04T01:02:48.634Z","success","winter22",1,0,-11.5,0,14,0,0,13.6792833333333
"UEYMX","SGC4A","115","wi22sona","2218","31774","sona","asynch","TRUE","look at the chart and look for the points that lined at 12 pm ","I tried my best on each question",4,3,2,"the graph is kind of confusing ",21,"China","Mandarin","Third","Social Sciences (incl. CogSci)","Male","no","chrome",1536,721,"Windows 10","2022-03-04T04:54:04.622Z","success","winter22",3,0,-11,0,14,0,1,7.28336666666667
"DN14F","SGC4A","115","wi22sona","2218","34609","sona","asynch","TRUE","Look at the X axis and see what it states 12 pm. Then from there go up and see which plots also correlate with 12 pm","I tried my best on each question",2,4,3,"The way the graph was labeled did confuse me because of the lines that crossed within the graph.",20,"USA","English","Third","Biomedical & Health Sciences","Female","No","chrome",1440,821,"Mac OS","2022-03-05T02:06:42.641Z","success","winter22",1,0,-10.25,0,13,3,0,10.1487333333333
"OZ14X","SGC4A","115","wi22sona","2218","43093","sona","asynch","TRUE","Look at all the letters that correspond to the x-axis label that reads ""12 pm."" The letters are directly above ""12 pm.""
","I tried my best on each question",2,4,4,"",18,"United States","Arabic","First","Social Sciences (incl. CogSci)","Male","","chrome",1600,712,"Mac OS","2022-03-05T01:07:39.731Z","success","winter22",2,0,-10.5833333333333,0,13,1,1,26.6297833333333
"E2TEF","SGC4A","113","wi22sona","2218","43005","sona","asynch","TRUE","To determine which event(s) start at 12pm I would suggest looking at the duration. Specifically, at hour duration 4 because from 8am to 12pm, there are 4 hours in between. This means that Z has started at 12pm and ended at 4pm. So Z would be an event that started at 12pm.  ","I tried my best on most questions",4,4,3,"",19,"United States","Spanish","Second","Social Sciences (incl. CogSci)","Female","","chrome",1664,967,"Windows 10","2022-03-08T01:28:49.378Z","success","winter22",2,1,-6.08333333333333,2,8,12,0,28.7414
"ETFTW","SGC4A","113","wi22sona","2218","42751","sona","asynch","TRUE","The place where the point is listen on the x axis (horizonta","I tried my best on each question",4,2,1,"",20,"United States","English","Third","Social Sciences (incl. CogSci)","Male","","chrome",1438,697,"Mac OS","2022-03-02T03:31:28.461Z","success","winter22",1,1,-7.75,2,11,3,0,16.7339666666667
"DHOKS","SGC4A","113","wi22sona","2218","42560","sona","asynch","TRUE","Go up vertically from the 12pm point and find the letters in that line.","I tried my best on each question",5,1,3,"",21,"U.S.A","English","Fourth","Social Sciences (incl. CogSci)","Female","","chrome",1440,718,"Mac OS","2022-03-04T03:47:14.587Z","success","winter22",1,0,-8.5,0,10,5,1,10.7913333333333
"WGKOY","SGC4A","114","wi22sona","2217","41928","sona","asynch","TRUE","To determine what event(s) start at 12pm, you have to look at the dots/ shifts that are placed at the 12pm mark. ","I tried my best on each question",3,3,3,"",21,"Malaysia","English","Third","Social Sciences (incl. CogSci)","Female","","chrome",1440,705,"Mac OS","2022-03-09T08:55:38.004Z","success","winter22",1,0,-12,0,15,0,0,13.3879
"LCA8C","SGC4A","113","wi22sona","2218","42840","sona","asynch","TRUE","You can determine what events start at 12 pm by reading the X-axis and the y-axis. ","I tried my best on each question",3,2,4,"Reading the graph would be a bit easier if it was formatted differently.",18,"United States","Spanish","First","Biomedical & Health Sciences","Female","No.","chrome",1139,684,"Mac OS","2022-03-02T05:40:29.284Z","success","winter22",2,0,-11.1666666666667,1,13,20,0,68.9800666666667
"EPLOW","SGC4A","114","wi22sona","2218","27329","sona","asynch","TRUE","Using the x-axis, find the 12pm mark and go up the y-axis to find the points B and F.","I tried my best on most questions",3,4,3,"",21,"United States","English","Fourth","Social Sciences (incl. CogSci)","Female","","chrome",1440,789,"Mac OS","2022-03-05T23:38:03.908Z","success","winter22",2,0,-12,0,15,0,0,19.6361833333333
"JAD4Q","SGC4A","113","wi22sona","2218","37052","sona","asynch","TRUE","M and L because they follow the 12pm diagonal towards the right, which is starting","I tried my best on each question",4,2,4,"",19,"USA","English","Second","Social Sciences (incl. CogSci)","Female","no","chrome",1536,710,"Windows 10","2022-02-28T18:44:53.918Z","success","winter22",1,8,9.58333333333333,12,0,3,0,9.82248333333333
"7KD25","SGC4A","115","wi22sona","2218","43246","sona","asynch","TRUE","look at the x axis, find 12PM, trace upwards.","I tried my best on each question",3,4,3,"",18,"Taiwan","Mandarin","First","Math or Computer Sciences","Male","","chrome",1440,695,"Mac OS","2022-03-06T03:25:00.060Z","success","winter22",1,0,-12,0,15,0,0,9.72711666666667
"2Y8XK","SGC4A","114","wi22sona","2218","43109","sona","asynch","TRUE","To determine the events that start at 12pm you go to the x-axis and find 12pm. Then from 12pm you follow the line that is coming out of 12pm, diagonal and pointing towards the right. Any points on that line, in this case M and L, start at 12pm.","I tried my best on each question",3,4,5,"",18,"United States of America","Spanish","First","Natural Sciences","Female","No","chrome",1536,746,"Windows 10","2022-02-27T20:20:12.269Z","success","winter22",2,12,12,15,0,0,0,27.2512166666667
"7SHKW","SGC4A","115","wi22sona","2218","31505","sona","asynch","TRUE","You look at the x axis and find the 12Pm and look at the point ","I tried my best on each question",2,4,2,"",21,"US","Spanish","Third","Social Sciences (incl. CogSci)","Female","no","chrome",1437,692,"Mac OS","2022-02-28T23:42:34.645Z","success","winter22",1,0,-10.1666666666667,0,12,2,0,9.18088333333333
"TKN32","SGC4A","115","wi22sona","2218","27820","sona","asynch","TRUE","The x axis says when they start","I tried my best on each question",1,1,4,"",22,"United States","English","Fourth","Natural Sciences","Male","No","chrome",1920,937,"Windows 10","2022-03-03T04:56:33.015Z","success","winter22",3,0,-10.25,0,13,2,0,13.4304333333333
"2F0D6","SGC4A","114","wi22sona","2218","41554","sona","asynch","TRUE","look at the time on the x axis and compare it to the dots on the 12pm time","I tried my best on each question",4,3,3,"",20,"United States","English","Third","Biomedical & Health Sciences","Female","I have a learning disability that impacts spelling and memorization. I sometimes have a hard time with word processing.","chrome",1536,754,"Windows 10","2022-02-28T20:17:35.968Z","success","winter22",2,1,-6.83333333333333,1,10,4,1,11.9207333333333
"UEOMR","SGC4A","115","wi22sona","2218","40216","sona","asynch","TRUE","Look for 12 PM on the ""Start and End Time (time of the day)"" axis, and see which points are on the line.","I tried my best on most questions",4,1,4,"",18,"United States","Cantonese","First","Humanities","Female","No","chrome",1597,716,"Windows 10","2022-03-08T04:41:45.054Z","success","winter22",1,2,-1.91666666666667,4,5,5,1,13.0862
"N95FK","SGC4A","115","wi22sona","2218","37390","sona","asynch","TRUE","the dots vertically in line with 12pm","I tried my best on each question",3,4,3,"",19,"United States","English","Second","Social Sciences (incl. CogSci)","Female","no","chrome",1297,733,"Mac OS","2022-02-27T23:30:14.087Z","success","winter22",1.5,0,-11.0833333333333,0,14,1,0,9.96885
"APAMB","SGC4A","113","wi22sona","2218","37311","sona","asynch","TRUE","go along the x axis until you reach 12pm. follow the line vertically all and you will hit shifts that start at 12pm (F,B)","I tried my best on each question",2,3,3,"",21,"USA","English","Third","Social Sciences (incl. CogSci)","Female","no","chrome",1440,821,"Mac OS","2022-02-27T16:33:25.147Z","success","winter22",1,0,-12,0,15,0,0,15.1600666666667
"YVMV1","SGC4A","114","wi22sona","2218","37579","sona","asynch","TRUE","By looking at the X axis ","I tried my best on each question",4,1,4,"",25,"Mexico","Spanish","Fourth","Social Sciences (incl. CogSci)","Female","","chrome",1440,821,"Mac OS","2022-03-08T03:08:04.347Z","success","winter22",1,0,-11.6666666666667,0,14,8,0,11.6924833333333
"XTJ1R","SGC4A","115","wi22sona","2218","26938","sona","asynch","TRUE","Find 12pm on the x axis. Follow the diagonal line that leans right starting at 12pm. Any dots that fall on that line start at 12pm. In this example, M and L start their shift at 12pm.","I tried my best on each question",4,4,4,"I didn't understand the graph for the first few questions. Then it clicked and made sense. The one I found to be most difficult was the one about finding a shift that started before this shift and ending after this shift. I found myself wanting to color the graph or use a ruler to block certain bits off.",22,"United States","X-Other","Fourth","Social Sciences (incl. CogSci)","Female","No","chrome",1536,722,"Windows 10","2022-03-04T18:05:22.857Z","success","winter22",2,9,10.6666666666667,14,0,3,0,18.0882666666667
"W287P","SGC4A","115","wi22sona","2218","33057","sona","asynch","TRUE","look at what letters fall on top of 12pm on the x axis","I tried my best on most questions",4,2,2,"",20,"Indonesia","X-Other","Fourth","Social Sciences (incl. CogSci)","Female","","chrome",1440,709,"Mac OS","2022-03-03T02:17:25.558Z","success","winter22",3,0,-8.25,1,10,3,1,11.8165333333333
"293QB","SGC4A","113","wi22sona","2218","40682","sona","asynch","TRUE","I looked at the start and end time and then go to the letter ","I tried my best on each question",4,3,3,"",23,"United States","Spanish","Fourth","Social Sciences (incl. CogSci)","Female","No","chrome",1280,721,"Mac OS","2022-03-01T03:14:53.612Z","success","winter22",1,2,-3.75,3,8,2,0,11.7343166666667
"CTWWG","SGC4A","115","wi22sona","2218","41852","sona","asynch","TRUE","look at 12 pm on the x-axis and go up and see which points are on the line x=12pm","I tried my best on each question",3,3,4,"Nothing much. It was a fun few tasks.",21,"United States","English","Third","Social Sciences (incl. CogSci)","Male","no.","chrome",1792,898,"Mac OS","2022-03-04T06:35:54.175Z","success","winter22",1,0,-9,0,11,6,0,11.5398166666667
"DY0BB","SGC4A","113","wi22sona","2217","35019","sona","asynch","TRUE","anything vertically on the 12 pm line ","I tried my best on most questions",1,2,2,"",23,"USA","English","Fifth","Fine Arts","Female","","chrome",1440,821,"Mac OS","2022-03-09T20:06:16.491Z","success","winter22",2,0,-9.58333333333333,0,12,1,1,14.8554833333333
"MTCEB","SGC4A","113","wi22sona","2218","42007","sona","asynch","TRUE","Go from 12pm on the x-axis and make a straight line up from it and whatever dots cross that path of the straight line are the shifts that start at 12pm. ","I tried my best on most questions",2,4,2,"",21,"United States","Spanish","Third","Social Sciences (incl. CogSci)","Other-Not Listed","","chrome",1287,1087,"Mac OS","2022-03-03T22:08:33.491Z","success","winter22",1,1,-6.41666666666667,1,9,5,0,9.49355
"FK6O0","SGC4A","114","wi22sona","2218","35834","sona","asynch","TRUE","First, find 12 pm at the axis of start and end time. Then, look at the line at right 45 degree from the axis. The points on the line are the events start at 12 pm. ","I tried my best on each question",4,5,3,"",19,"China","Mandarin","Second","Social Sciences (incl. CogSci)","Female","No","chrome",1564,932,"Windows 10","2022-03-02T23:15:24.721Z","success","winter22",1,12,12,15,0,0,0,11.3821166666667
"UNEBA","SGC4A","114","wi22sona","2218","36912","sona","asynch","TRUE","look at the X axis for 12PM, then look at the Y axis for dots","I tried my best on each question",4,2,3,"",36,"United States","English","Fourth","Natural Sciences","Female","no","chrome",1920,1056,"Mac OS","2022-03-04T03:55:27.996Z","success","winter22",1,0,-12.25,0,15,2,0,14.2017833333333
"Y5NMS","SGC4A","113","wi22sona","2217","36888","sona","asynch","TRUE","You find the time stamp for 12 on the bottom axis of the triangle and travel upwards to see which points are plotted in the vertical line that corresponds to the 12 time stamp.","I tried my best on most questions",3,3,3,"",19,"USA","Korean","Second","Social Sciences (incl. CogSci)","Female","","chrome",1280,689,"Mac OS","2022-03-09T10:01:12.701Z","success","winter22",1,0,-10.5833333333333,0,13,0,0,9.11136666666667
"4660Y","SGC4A","113","wi22sona","2218","33236","sona","asynch","TRUE","Start at the x axis, find 12pm, work straight up through every hour increment and find the points.","I tried my best on each question",3,4,3,"",22,"USA","English","Fourth","Social Sciences (incl. CogSci)","Female","","chrome",1311,705,"Mac OS","2022-03-05T22:38:48.098Z","success","winter22",1,0,-10.25,0,13,3,0,10.0346166666667
"BH2SE","SGC4A","114","wi22sona","2218","36716","sona","asynch","TRUE","Look at 12PM time slot and look up to see the dots aligned to 12PM","I tried my best on each question",3,4,3,"",19,"United States","English","Second","Social Sciences (incl. CogSci)","Female","","chrome",1536,722,"Windows 10","2022-03-05T02:09:42.387Z","success","winter22",2,0,-11.1666666666667,0,14,2,0,8.84213333333333
